number,src,dst,size,clean_size,date,time
17978,59.115.53.47,192.168.1.133,140,42,2015-08-27,13:09:53.026932
17979,59.115.53.47,192.168.1.133,224,42,2015-08-27,13:09:53.030926
17980,59.115.53.47,192.168.1.133,322,42,2015-08-27,13:09:53.031654
17981,59.115.53.47,192.168.1.133,134,42,2015-08-27,13:09:53.031996
17982,59.115.53.47,192.168.1.133,116,42,2015-08-27,13:09:53.032067
17983,59.115.53.47,192.168.1.133,212,42,2015-08-27,13:09:53.032117
17984,59.115.53.47,192.168.1.133,92,42,2015-08-27,13:09:53.032164
17985,59.115.53.47,192.168.1.133,113,42,2015-08-27,13:09:53.032208
17986,192.168.1.133,59.115.53.47,346,42,2015-08-27,13:09:53.056682
17987,192.168.1.133,59.115.53.47,278,42,2015-08-27,13:09:53.061698
17988,192.168.1.133,59.115.53.47,172,42,2015-08-27,13:09:53.092850
17989,192.168.1.133,59.115.53.47,257,42,2015-08-27,13:09:53.121777
17990,192.168.1.133,59.115.53.47,152,42,2015-08-27,13:09:53.126564
17991,192.168.1.133,59.115.53.47,243,42,2015-08-27,13:09:53.181812
17992,192.168.1.133,59.115.53.47,164,42,2015-08-27,13:09:53.182843
17993,192.168.1.133,59.115.53.47,323,42,2015-08-27,13:09:53.206813
17994,59.115.53.47,192.168.1.133,126,42,2015-08-27,13:09:53.225615
17995,192.168.1.133,59.115.53.47,82,42,2015-08-27,13:09:53.226670
17996,59.115.53.47,192.168.1.133,242,42,2015-08-27,13:09:53.227192
17997,59.115.53.47,192.168.1.133,122,42,2015-08-27,13:09:53.230533
17998,59.115.53.47,192.168.1.133,127,42,2015-08-27,13:09:53.230685
17999,59.115.53.47,192.168.1.133,279,42,2015-08-27,13:09:53.230789
18000,59.115.53.47,192.168.1.133,115,42,2015-08-27,13:09:53.230846
18001,59.115.53.47,192.168.1.133,116,42,2015-08-27,13:09:53.232265
18002,59.115.53.47,192.168.1.133,237,42,2015-08-27,13:09:53.232648
18003,59.115.53.47,192.168.1.133,137,42,2015-08-27,13:09:53.232716
18004,192.168.1.133,59.115.53.47,344,42,2015-08-27,13:09:53.239262
18005,192.168.1.133,59.115.53.47,263,42,2015-08-27,13:09:53.242669
18006,192.168.1.133,59.115.53.47,165,42,2015-08-27,13:09:53.275824
18007,192.168.1.133,59.115.53.47,249,42,2015-08-27,13:09:53.301412
18008,192.168.1.133,59.115.53.47,138,42,2015-08-27,13:09:53.306763
18009,192.168.1.133,59.115.53.47,74,42,2015-08-27,13:09:53.327753
18010,192.168.1.133,59.115.53.47,299,42,2015-08-27,13:09:53.339922
18011,192.168.1.133,59.115.53.47,271,42,2015-08-27,13:09:53.361483
18012,192.168.1.133,59.115.53.47,143,42,2015-08-27,13:09:53.375632
18013,192.168.1.133,59.115.53.47,269,42,2015-08-27,13:09:53.411337
18014,192.168.1.133,59.115.53.47,214,42,2015-08-27,13:09:53.421192
18015,192.168.1.133,59.115.53.47,168,42,2015-08-27,13:09:53.443302
18016,59.115.53.47,192.168.1.133,134,42,2015-08-27,13:09:53.444023
18017,59.115.53.47,192.168.1.133,199,42,2015-08-27,13:09:53.444119
18018,59.115.53.47,192.168.1.133,133,42,2015-08-27,13:09:53.446390
18019,59.115.53.47,192.168.1.133,178,42,2015-08-27,13:09:53.446491
18020,59.115.53.47,192.168.1.133,253,42,2015-08-27,13:09:53.446594
18021,59.115.53.47,192.168.1.133,182,42,2015-08-27,13:09:53.446646
18022,59.115.53.47,192.168.1.133,138,42,2015-08-27,13:09:53.448293
18023,59.115.53.47,192.168.1.133,254,42,2015-08-27,13:09:53.448375
18024,59.115.53.47,192.168.1.133,113,42,2015-08-27,13:09:53.448429
18025,59.115.53.47,192.168.1.133,128,42,2015-08-27,13:09:53.448474
18026,59.115.53.47,192.168.1.133,253,42,2015-08-27,13:09:53.466873
18027,59.115.53.47,192.168.1.133,130,42,2015-08-27,13:09:53.466988
18028,192.168.1.133,59.115.53.47,320,42,2015-08-27,13:09:53.477697
18029,192.168.1.133,59.115.53.47,285,42,2015-08-27,13:09:53.481442
18030,192.168.1.133,59.115.53.47,233,42,2015-08-27,13:09:53.525120
18031,157.55.56.154,192.168.1.133,69,66,2015-08-27,13:09:53.526958
18032,192.168.1.133,157.55.56.154,66,66,2015-08-27,13:09:53.527276
18033,192.168.1.133,59.115.53.47,337,42,2015-08-27,13:09:53.541642
18034,192.168.1.133,59.115.53.47,156,42,2015-08-27,13:09:53.558013
18035,59.115.53.47,192.168.1.133,80,66,2015-08-27,13:09:53.585176
18036,192.168.1.133,59.115.53.47,66,66,2015-08-27,13:09:53.585473
18037,192.168.1.133,59.115.53.47,70,66,2015-08-27,13:09:53.585915
18038,192.168.1.133,59.115.53.47,294,42,2015-08-27,13:09:53.593587
18039,192.168.1.133,59.115.53.47,282,42,2015-08-27,13:09:53.601549
18040,192.168.1.133,59.115.53.47,140,42,2015-08-27,13:09:53.625703
18041,59.115.53.47,192.168.1.133,143,42,2015-08-27,13:09:53.658052
18042,59.115.53.47,192.168.1.133,252,42,2015-08-27,13:09:53.658197
18043,192.168.1.133,59.115.53.47,372,42,2015-08-27,13:09:53.659797
18044,192.168.1.133,59.115.53.47,290,42,2015-08-27,13:09:53.661298
18045,59.115.53.47,192.168.1.133,108,42,2015-08-27,13:09:53.662559
18046,59.115.53.47,192.168.1.133,113,42,2015-08-27,13:09:53.662646
18047,59.115.53.47,192.168.1.133,225,42,2015-08-27,13:09:53.662745
18048,59.115.53.47,192.168.1.133,144,42,2015-08-27,13:09:53.662795
18049,59.115.53.47,192.168.1.133,133,42,2015-08-27,13:09:53.662911
18050,59.115.53.47,192.168.1.133,119,42,2015-08-27,13:09:53.662956
18051,192.168.1.133,59.115.53.47,163,42,2015-08-27,13:09:53.692974
18052,192.168.1.133,59.115.53.47,321,42,2015-08-27,13:09:53.721594
18053,192.168.1.133,59.115.53.47,152,42,2015-08-27,13:09:53.728631
18054,192.168.1.133,59.115.53.47,276,42,2015-08-27,13:09:53.760995
18055,192.168.1.133,59.115.53.47,271,42,2015-08-27,13:09:53.781422
18056,192.168.1.133,59.115.53.47,174,42,2015-08-27,13:09:53.796321
18057,59.115.53.47,192.168.1.133,285,42,2015-08-27,13:09:53.803615
18058,59.115.53.47,192.168.1.133,125,42,2015-08-27,13:09:53.803711
18059,59.115.53.47,192.168.1.133,125,42,2015-08-27,13:09:53.807331
18060,59.115.53.47,192.168.1.133,283,42,2015-08-27,13:09:53.807424
18061,59.115.53.47,192.168.1.133,130,42,2015-08-27,13:09:53.807475
18062,59.115.53.47,192.168.1.133,127,42,2015-08-27,13:09:53.808533
18063,59.115.53.47,192.168.1.133,244,42,2015-08-27,13:09:53.808595
18064,192.168.1.133,59.115.53.47,269,42,2015-08-27,13:09:53.843830
18065,192.168.1.133,59.115.53.47,199,42,2015-08-27,13:09:53.849743
18066,157.55.56.154,192.168.1.133,125,66,2015-08-27,13:09:53.859388
18067,192.168.1.133,157.55.56.154,66,66,2015-08-27,13:09:53.859691
18068,192.168.1.133,157.55.56.154,117,66,2015-08-27,13:09:53.860766
18069,192.168.1.133,10.137.178.29,70,42,2015-08-27,13:09:53.861245
18070,192.168.1.133,203.110.246.23,70,42,2015-08-27,13:09:53.861328
18071,192.168.1.133,59.115.53.47,366,42,2015-08-27,13:09:53.878862
18072,59.115.53.47,192.168.1.133,132,42,2015-08-27,13:09:53.879102
18073,59.115.53.47,192.168.1.133,161,42,2015-08-27,13:09:53.879201
18074,59.115.53.47,192.168.1.133,243,42,2015-08-27,13:09:53.884959
18075,59.115.53.47,192.168.1.133,129,42,2015-08-27,13:09:53.885060
18076,59.115.53.47,192.168.1.133,328,66,2015-08-27,13:09:53.885520
18077,192.168.1.133,59.115.53.47,311,42,2015-08-27,13:09:53.901420
18078,192.168.1.133,59.115.53.47,186,42,2015-08-27,13:09:53.912937
18079,192.168.1.133,59.115.53.47,66,66,2015-08-27,13:09:53.920997
18080,192.168.1.133,59.115.53.47,314,42,2015-08-27,13:09:53.948916
18081,192.168.1.133,59.115.53.47,296,42,2015-08-27,13:09:53.961798
18082,192.168.1.133,59.115.53.47,138,42,2015-08-27,13:09:53.981322
18083,192.168.1.133,59.115.53.47,300,42,2015-08-27,13:09:54.013127
18084,192.168.1.133,59.115.53.47,301,42,2015-08-27,13:09:54.021421
18085,192.168.1.133,59.115.53.47,151,42,2015-08-27,13:09:54.050010
18086,192.168.1.133,59.115.53.47,303,42,2015-08-27,13:09:54.081504
18087,192.168.1.133,59.115.53.47,186,42,2015-08-27,13:09:54.084798
18088,192.168.1.133,10.137.178.29,70,42,2015-08-27,13:09:54.089669
18089,192.168.1.133,203.110.246.23,70,42,2015-08-27,13:09:54.089769
18090,192.168.1.133,59.115.53.47,321,42,2015-08-27,13:09:54.114369
18091,59.115.53.47,192.168.1.133,117,42,2015-08-27,13:09:54.123281
18092,59.115.53.47,192.168.1.133,184,42,2015-08-27,13:09:54.123369
18093,59.115.53.47,192.168.1.133,111,42,2015-08-27,13:09:54.124203
18094,59.115.53.47,192.168.1.133,120,42,2015-08-27,13:09:54.124268
18095,59.115.53.47,192.168.1.133,216,42,2015-08-27,13:09:54.124372
18096,59.115.53.47,192.168.1.133,155,42,2015-08-27,13:09:54.124974
18097,59.115.53.47,192.168.1.133,104,42,2015-08-27,13:09:54.125041
18098,59.115.53.47,192.168.1.133,244,42,2015-08-27,13:09:54.127803
18099,59.115.53.47,192.168.1.133,127,42,2015-08-27,13:09:54.127896
18100,59.115.53.47,192.168.1.133,165,42,2015-08-27,13:09:54.127984
18101,59.115.53.47,192.168.1.133,232,42,2015-08-27,13:09:54.128491
18102,192.168.1.133,59.115.53.47,270,42,2015-08-27,13:09:54.141385
18103,192.168.1.133,59.115.53.47,149,42,2015-08-27,13:09:54.158335
18104,192.168.1.133,59.115.53.47,257,42,2015-08-27,13:09:54.197617
18105,192.168.1.133,59.115.53.47,328,42,2015-08-27,13:09:54.231612
18106,192.168.1.133,59.115.53.47,285,42,2015-08-27,13:09:54.261752
18107,192.168.1.133,59.115.53.47,192,42,2015-08-27,13:09:54.265372
18108,192.168.1.133,59.115.53.47,310,42,2015-08-27,13:09:54.299767
18109,192.168.1.133,59.115.53.47,279,42,2015-08-27,13:09:54.323638
18110,192.168.1.133,59.115.53.47,147,42,2015-08-27,13:09:54.332410
18111,59.115.53.47,192.168.1.133,117,42,2015-08-27,13:09:54.363487
18112,59.115.53.47,192.168.1.133,183,42,2015-08-27,13:09:54.363621
18113,192.168.1.133,59.115.53.47,74,42,2015-08-27,13:09:54.364445
18114,59.115.53.47,192.168.1.133,272,42,2015-08-27,13:09:54.364946
18115,59.115.53.47,192.168.1.133,110,42,2015-08-27,13:09:54.365032
18116,59.115.53.47,192.168.1.133,131,42,2015-08-27,13:09:54.365241
18117,59.115.53.47,192.168.1.133,139,42,2015-08-27,13:09:54.365303
18118,59.115.53.47,192.168.1.133,238,42,2015-08-27,13:09:54.365776
18119,59.115.53.47,192.168.1.133,115,42,2015-08-27,13:09:54.365847
18120,59.115.53.47,192.168.1.133,104,42,2015-08-27,13:09:54.365961
18121,192.168.1.133,59.115.53.47,80,42,2015-08-27,13:09:54.366119
18122,59.115.53.47,192.168.1.133,214,42,2015-08-27,13:09:54.366446
18123,59.115.53.47,192.168.1.133,122,42,2015-08-27,13:09:54.366516
18124,192.168.1.133,59.115.53.47,352,42,2015-08-27,13:09:54.368011
18125,192.168.1.133,59.115.53.47,288,42,2015-08-27,13:09:54.381596
18126,192.168.1.133,59.115.53.47,167,42,2015-08-27,13:09:54.408598
18127,192.168.1.133,59.115.53.47,279,42,2015-08-27,13:09:54.441644
18128,192.168.1.133,59.115.53.47,147,42,2015-08-27,13:09:54.450264
18129,192.168.1.133,59.115.53.47,345,42,2015-08-27,13:09:54.483539
18130,192.168.1.133,59.115.53.47,296,42,2015-08-27,13:09:54.503480
18131,192.168.1.133,10.137.178.29,70,42,2015-08-27,13:09:54.518723
18132,192.168.1.133,203.110.246.23,70,42,2015-08-27,13:09:54.519002
18133,192.168.1.133,59.115.53.47,180,42,2015-08-27,13:09:54.519143
18134,192.168.1.133,59.115.53.47,296,42,2015-08-27,13:09:54.550156
18135,192.168.1.133,59.115.53.47,293,42,2015-08-27,13:09:54.561371
18136,59.115.53.47,192.168.1.133,121,42,2015-08-27,13:09:54.576490
18137,59.115.53.47,192.168.1.133,255,42,2015-08-27,13:09:54.576916
18138,59.115.53.47,192.168.1.133,134,42,2015-08-27,13:09:54.581437
18139,59.115.53.47,192.168.1.133,128,42,2015-08-27,13:09:54.581567
18140,59.115.53.47,192.168.1.133,226,42,2015-08-27,13:09:54.581613
18141,59.115.53.47,192.168.1.133,147,42,2015-08-27,13:09:54.581657
18142,59.115.53.47,192.168.1.133,203,42,2015-08-27,13:09:54.581701
18143,59.115.53.47,192.168.1.133,296,42,2015-08-27,13:09:54.582910
18144,59.115.53.47,192.168.1.133,121,42,2015-08-27,13:09:54.582985
18145,59.115.53.47,192.168.1.133,99,66,2015-08-27,13:09:54.583082
18146,192.168.1.133,59.115.53.47,66,66,2015-08-27,13:09:54.583212
18147,192.168.1.133,59.115.53.47,155,42,2015-08-27,13:09:54.585368
18148,59.115.53.47,192.168.1.133,119,42,2015-08-27,13:09:54.603737
18149,59.115.53.47,192.168.1.133,220,42,2015-08-27,13:09:54.604251
18150,59.115.53.47,192.168.1.133,105,42,2015-08-27,13:09:54.604399
18151,192.168.1.133,59.115.53.47,302,42,2015-08-27,13:09:54.617350
18152,192.168.1.133,59.115.53.47,268,42,2015-08-27,13:09:54.621346
18153,192.168.1.133,59.115.53.47,167,42,2015-08-27,13:09:54.652029
18154,192.168.1.133,59.115.53.47,264,42,2015-08-27,13:09:54.681405
18155,192.168.1.133,59.115.53.47,164,42,2015-08-27,13:09:54.688261
18156,192.168.1.133,157.55.56.154,117,66,2015-08-27,13:09:54.701369
18157,192.168.1.133,59.115.53.47,290,42,2015-08-27,13:09:54.723788
18158,192.168.1.133,59.115.53.47,261,42,2015-08-27,13:09:54.741943
18159,192.168.1.133,59.115.53.47,171,42,2015-08-27,13:09:54.754307
18160,59.115.53.47,192.168.1.133,187,42,2015-08-27,13:09:54.790981
18161,59.115.53.47,192.168.1.133,282,42,2015-08-27,13:09:54.792746
18162,59.115.53.47,192.168.1.133,142,42,2015-08-27,13:09:54.793160
18163,59.115.53.47,192.168.1.133,122,42,2015-08-27,13:09:54.793649
18164,59.115.53.47,192.168.1.133,280,42,2015-08-27,13:09:54.794003
18165,59.115.53.47,192.168.1.133,105,42,2015-08-27,13:09:54.794086
18166,59.115.53.47,192.168.1.133,111,42,2015-08-27,13:09:54.794443
18167,59.115.53.47,192.168.1.133,209,42,2015-08-27,13:09:54.794564
18168,192.168.1.133,59.115.53.47,392,42,2015-08-27,13:09:54.806644
18169,192.168.1.133,59.115.53.47,361,42,2015-08-27,13:09:54.836033
18170,192.168.1.133,59.115.53.47,265,42,2015-08-27,13:09:54.871233
18171,192.168.1.133,59.115.53.47,279,42,2015-08-27,13:09:54.908634
18172,192.168.1.133,59.115.53.47,372,42,2015-08-27,13:09:54.940556
18173,192.168.1.133,59.115.53.47,267,42,2015-08-27,13:09:54.972526
18174,192.168.1.133,59.115.53.47,245,42,2015-08-27,13:09:54.983346
18175,192.168.1.133,114.183.172.168,90,66,2015-08-27,13:09:54.994848
18176,192.168.1.133,119.207.214.235,90,66,2015-08-27,13:09:54.994977
18177,192.168.1.133,114.27.165.244,90,66,2015-08-27,13:09:54.995051
18178,192.168.1.133,59.115.53.47,139,42,2015-08-27,13:09:55.007967
18179,192.168.1.133,59.115.53.47,70,66,2015-08-27,13:09:55.011164
18180,59.115.53.47,192.168.1.133,137,42,2015-08-27,13:09:55.014459
18181,59.115.53.47,192.168.1.133,112,42,2015-08-27,13:09:55.014595
18182,59.115.53.47,192.168.1.133,124,42,2015-08-27,13:09:55.015001
18183,59.115.53.47,192.168.1.133,290,42,2015-08-27,13:09:55.015570
18184,59.115.53.47,192.168.1.133,114,42,2015-08-27,13:09:55.015630
18185,59.115.53.47,192.168.1.133,197,42,2015-08-27,13:09:55.015941
18186,59.115.53.47,192.168.1.133,281,42,2015-08-27,13:09:55.016460
18187,59.115.53.47,192.168.1.133,115,42,2015-08-27,13:09:55.016528
18188,59.115.53.47,192.168.1.133,136,42,2015-08-27,13:09:55.016780
18189,59.115.53.47,192.168.1.133,198,42,2015-08-27,13:09:55.017221
18190,59.115.53.47,192.168.1.133,114,42,2015-08-27,13:09:55.017292
18191,192.168.1.133,59.115.53.47,250,42,2015-08-27,13:09:55.041635
18192,192.168.1.133,59.115.53.47,150,42,2015-08-27,13:09:55.042037
18193,192.168.1.133,59.115.53.47,292,42,2015-08-27,13:09:55.074579
18194,192.168.1.133,59.115.53.47,278,42,2015-08-27,13:09:55.101291
18195,192.168.1.133,59.115.53.47,190,42,2015-08-27,13:09:55.108394
18196,59.115.53.47,192.168.1.133,262,66,2015-08-27,13:09:55.122478
18197,192.168.1.133,59.115.53.47,66,66,2015-08-27,13:09:55.122642
18198,192.168.1.133,59.115.53.47,379,42,2015-08-27,13:09:55.157709
18199,192.168.1.133,59.115.53.47,320,42,2015-08-27,13:09:55.161464
18200,192.168.1.133,59.115.53.47,145,42,2015-08-27,13:09:55.190385
18201,157.55.56.154,192.168.1.133,66,66,2015-08-27,13:09:55.193182
18202,59.115.53.47,192.168.1.133,146,42,2015-08-27,13:09:55.201406
18203,59.115.53.47,192.168.1.133,237,42,2015-08-27,13:09:55.202173
18204,59.115.53.47,192.168.1.133,118,42,2015-08-27,13:09:55.208784
18205,59.115.53.47,192.168.1.133,113,42,2015-08-27,13:09:55.209990
18206,59.115.53.47,192.168.1.133,278,42,2015-08-27,13:09:55.211136
18207,59.115.53.47,192.168.1.133,119,42,2015-08-27,13:09:55.211261
18208,59.115.53.47,192.168.1.133,175,42,2015-08-27,13:09:55.211346
18209,59.115.53.47,192.168.1.133,251,42,2015-08-27,13:09:55.211417
18210,192.168.1.133,59.115.53.47,278,42,2015-08-27,13:09:55.221621
18211,192.168.1.133,59.115.53.47,195,42,2015-08-27,13:09:55.223690
18212,59.115.53.47,192.168.1.133,191,42,2015-08-27,13:09:55.253721
18213,59.115.53.47,192.168.1.133,114,42,2015-08-27,13:09:55.254401
18214,59.115.53.47,192.168.1.133,280,42,2015-08-27,13:09:55.254863
18215,192.168.1.133,59.115.53.47,285,42,2015-08-27,13:09:55.262409
18216,192.168.1.133,59.115.53.47,320,42,2015-08-27,13:09:55.282653
18217,192.168.1.133,59.115.53.47,153,42,2015-08-27,13:09:55.290975
18218,192.168.1.133,59.115.53.47,263,42,2015-08-27,13:09:55.327806
18219,192.168.1.133,10.137.178.29,70,42,2015-08-27,13:09:55.354982
18220,192.168.1.133,203.110.246.23,70,42,2015-08-27,13:09:55.355227
18221,192.168.1.133,59.115.53.47,353,42,2015-08-27,13:09:55.359570
18222,192.168.1.133,59.115.53.47,305,42,2015-08-27,13:09:55.393669
18223,192.168.1.133,59.115.53.47,244,42,2015-08-27,13:09:55.444321
18224,59.115.53.47,192.168.1.133,113,42,2015-08-27,13:09:55.459369
18225,59.115.53.47,192.168.1.133,119,42,2015-08-27,13:09:55.459574
18226,59.115.53.47,192.168.1.133,266,42,2015-08-27,13:09:55.461127
18227,59.115.53.47,192.168.1.133,130,42,2015-08-27,13:09:55.461342
18228,59.115.53.47,192.168.1.133,198,42,2015-08-27,13:09:55.461526
18229,59.115.53.47,192.168.1.133,287,42,2015-08-27,13:09:55.462388
18230,59.115.53.47,192.168.1.133,138,42,2015-08-27,13:09:55.462733
18231,59.115.53.47,192.168.1.133,131,42,2015-08-27,13:09:55.463103
18232,192.168.1.133,59.115.53.47,245,42,2015-08-27,13:09:55.463385
18233,59.115.53.47,192.168.1.133,154,42,2015-08-27,13:09:55.463392
18234,192.168.1.133,59.115.53.47,80,42,2015-08-27,13:09:55.463777
18235,192.168.1.133,59.115.53.47,153,42,2015-08-27,13:09:55.482516
18236,59.115.53.47,192.168.1.133,224,42,2015-08-27,13:09:55.493517
18237,59.115.53.47,192.168.1.133,126,42,2015-08-27,13:09:55.494227
18238,59.115.53.47,192.168.1.133,95,42,2015-08-27,13:09:55.499398
18239,192.168.1.133,59.115.53.47,321,42,2015-08-27,13:09:55.509336
18240,192.168.1.133,59.115.53.47,258,42,2015-08-27,13:09:55.521451
18241,192.168.1.133,59.115.53.47,201,42,2015-08-27,13:09:55.546157
18242,192.168.1.133,59.115.53.47,354,42,2015-08-27,13:09:55.578145
18243,192.168.1.133,59.115.53.47,308,42,2015-08-27,13:09:55.613967
18244,192.168.1.133,59.115.53.47,288,42,2015-08-27,13:09:55.642749
18245,114.183.172.168,192.168.1.133,66,66,2015-08-27,13:09:55.671435
18246,192.168.1.133,59.115.53.47,283,42,2015-08-27,13:09:55.677549
18247,59.115.53.47,192.168.1.133,201,42,2015-08-27,13:09:55.682660
18248,59.115.53.47,192.168.1.133,124,42,2015-08-27,13:09:55.682781
18249,59.115.53.47,192.168.1.133,119,42,2015-08-27,13:09:55.683407
18250,59.115.53.47,192.168.1.133,286,42,2015-08-27,13:09:55.684639
18251,59.115.53.47,192.168.1.133,130,42,2015-08-27,13:09:55.684725
18252,192.168.1.133,59.115.53.47,285,42,2015-08-27,13:09:55.702058
18253,192.168.1.133,59.115.53.47,138,42,2015-08-27,13:09:55.721974
18254,59.115.53.47,192.168.1.133,386,66,2015-08-27,13:09:55.723996
18255,192.168.1.133,59.115.53.47,66,66,2015-08-27,13:09:55.724213
18256,114.27.165.244,192.168.1.133,66,66,2015-08-27,13:09:55.760223
18257,192.168.1.133,59.115.53.47,258,42,2015-08-27,13:09:55.760365
18258,192.168.1.133,59.115.53.47,262,42,2015-08-27,13:09:55.761515
18259,192.168.1.133,59.115.53.47,188,42,2015-08-27,13:09:55.798767
18260,192.168.1.133,59.115.53.47,282,42,2015-08-27,13:09:55.823886
18261,192.168.1.133,59.115.53.47,197,42,2015-08-27,13:09:55.828686
18262,59.115.53.47,192.168.1.133,131,42,2015-08-27,13:09:55.841734
18263,59.115.53.47,192.168.1.133,238,42,2015-08-27,13:09:55.841875
18264,59.115.53.47,192.168.1.133,153,42,2015-08-27,13:09:55.846383
18265,59.115.53.47,192.168.1.133,190,42,2015-08-27,13:09:55.846613
18266,59.115.53.47,192.168.1.133,266,42,2015-08-27,13:09:55.846746
18267,59.115.53.47,192.168.1.133,123,42,2015-08-27,13:09:55.846874
18268,59.115.53.47,192.168.1.133,144,42,2015-08-27,13:09:55.847000
18269,192.168.1.133,59.115.53.47,291,42,2015-08-27,13:09:55.866853
18270,59.115.53.47,192.168.1.133,231,42,2015-08-27,13:09:55.921240
18271,59.115.53.47,192.168.1.133,98,42,2015-08-27,13:09:55.921691
18272,59.115.53.47,192.168.1.133,137,42,2015-08-27,13:09:55.922342
18273,59.115.53.47,192.168.1.133,208,42,2015-08-27,13:09:55.922601
18274,59.115.53.47,192.168.1.133,129,42,2015-08-27,13:09:55.922659
18275,59.115.53.47,192.168.1.133,144,42,2015-08-27,13:09:55.922738
18276,59.115.53.47,192.168.1.133,275,42,2015-08-27,13:09:55.922909
18277,114.27.165.244,192.168.1.133,81,66,2015-08-27,13:09:55.927281
18278,192.168.1.133,114.27.165.244,70,66,2015-08-27,13:09:55.927822
18279,192.168.1.133,59.115.53.47,211,42,2015-08-27,13:09:55.941659
18280,192.168.1.133,59.115.53.47,118,42,2015-08-27,13:09:55.943048
18281,192.168.1.133,59.115.53.47,286,42,2015-08-27,13:09:55.964290
18282,192.168.1.133,59.115.53.47,258,42,2015-08-27,13:09:56.001556
18283,59.115.53.47,192.168.1.133,305,66,2015-08-27,13:09:56.021047
18284,192.168.1.133,59.115.53.47,66,66,2015-08-27,13:09:56.021238
18285,192.168.1.133,59.115.53.47,120,42,2015-08-27,13:09:56.033245
18286,192.168.1.133,59.115.53.47,206,42,2015-08-27,13:09:56.061623
18287,192.168.1.133,59.115.53.47,137,42,2015-08-27,13:09:56.065252
18288,114.183.172.168,192.168.1.133,81,66,2015-08-27,13:09:56.089502
18289,192.168.1.133,114.183.172.168,66,66,2015-08-27,13:09:56.089668
18290,192.168.1.133,114.183.172.168,70,66,2015-08-27,13:09:56.089874
18291,192.168.1.133,59.115.53.47,199,42,2015-08-27,13:09:56.122092
18292,192.168.1.133,59.115.53.47,141,42,2015-08-27,13:09:56.122621
18293,59.115.53.47,192.168.1.133,126,42,2015-08-27,13:09:56.132007
18294,59.115.53.47,192.168.1.133,110,42,2015-08-27,13:09:56.132122
18295,59.115.53.47,192.168.1.133,229,42,2015-08-27,13:09:56.135003
18296,59.115.53.47,192.168.1.133,133,42,2015-08-27,13:09:56.135106
18297,59.115.53.47,192.168.1.133,108,42,2015-08-27,13:09:56.135157
18298,59.115.53.47,192.168.1.133,118,42,2015-08-27,13:09:56.135252
18299,59.115.53.47,192.168.1.133,259,42,2015-08-27,13:09:56.135314
18300,59.115.53.47,192.168.1.133,133,42,2015-08-27,13:09:56.135400
18301,59.115.53.47,192.168.1.133,128,42,2015-08-27,13:09:56.135492
18302,59.115.53.47,192.168.1.133,277,42,2015-08-27,13:09:56.135764
18303,192.168.1.133,59.115.53.47,228,42,2015-08-27,13:09:56.181148
18304,192.168.1.133,59.115.53.47,197,42,2015-08-27,13:09:56.182759
18305,192.168.1.133,59.115.53.47,142,42,2015-08-27,13:09:56.222927
18306,192.168.1.133,59.115.53.47,208,42,2015-08-27,13:09:56.243208
18307,192.168.1.133,59.115.53.47,148,42,2015-08-27,13:09:56.281936
18308,192.168.1.133,59.115.53.47,217,42,2015-08-27,13:09:56.301536
18309,192.168.1.133,59.115.53.47,152,42,2015-08-27,13:09:56.316744
18310,59.115.53.47,192.168.1.133,105,66,2015-08-27,13:09:56.317523
18311,192.168.1.133,59.115.53.47,66,66,2015-08-27,13:09:56.317629
18312,59.115.53.47,192.168.1.133,114,42,2015-08-27,13:09:56.356745
18313,59.115.53.47,192.168.1.133,194,42,2015-08-27,13:09:56.357279
18314,59.115.53.47,192.168.1.133,259,42,2015-08-27,13:09:56.357818
18315,59.115.53.47,192.168.1.133,115,42,2015-08-27,13:09:56.357882
18316,59.115.53.47,192.168.1.133,133,42,2015-08-27,13:09:56.359526
18317,59.115.53.47,192.168.1.133,224,42,2015-08-27,13:09:56.359598
18318,59.115.53.47,192.168.1.133,120,42,2015-08-27,13:09:56.360104
18319,59.115.53.47,192.168.1.133,117,42,2015-08-27,13:09:56.360162
18320,59.115.53.47,192.168.1.133,215,42,2015-08-27,13:09:56.360249
18321,59.115.53.47,192.168.1.133,121,42,2015-08-27,13:09:56.360294
18322,192.168.1.133,59.115.53.47,227,42,2015-08-27,13:09:56.362968
18323,192.168.1.133,59.115.53.47,137,42,2015-08-27,13:09:56.399456
18324,192.168.1.133,59.115.53.47,208,42,2015-08-27,13:09:56.423530
18325,192.168.1.133,59.115.53.47,120,42,2015-08-27,13:09:56.468566
18326,192.168.1.133,59.115.53.47,213,42,2015-08-27,13:09:56.481781
18327,192.168.1.133,59.115.53.47,139,42,2015-08-27,13:09:56.500439
18328,192.168.1.133,59.115.53.47,267,42,2015-08-27,13:09:56.533734
18329,192.168.1.133,59.115.53.47,223,42,2015-08-27,13:09:56.542072
18330,59.115.53.47,192.168.1.133,116,42,2015-08-27,13:09:56.551448
18331,59.115.53.47,192.168.1.133,264,42,2015-08-27,13:09:56.551778
18332,192.168.1.133,59.115.53.47,80,42,2015-08-27,13:09:56.553011
18333,59.115.53.47,192.168.1.133,140,42,2015-08-27,13:09:56.553663
18334,59.115.53.47,192.168.1.133,145,42,2015-08-27,13:09:56.554339
18335,59.115.53.47,192.168.1.133,216,42,2015-08-27,13:09:56.554934
