,size,times
21363,103,21728.0
21364,105,19541.0
21365,97,18746.0
21366,341,4324.0
21367,792,15335.0
21368,96,20409.0
21369,100,20257.0
21370,105,21076.0
21371,110,21037.0
21372,572,13511.0
21373,111,4088.0
21374,103,20073.0
21375,103,19888.0
21377,66,283.0
21386,80,497.0
21389,104,6306.0
21390,102,19095.0
21398,107,8394.0
21399,444,393.0
21400,102,18439.0
21402,66,124.0
21403,74,374.0
21404,106,16855.0
21408,110,7977.0
21409,101,21870.0
21410,93,20149.0
21413,105,3806.0
21414,400,4160.0
21415,107,16070.0
21416,104,19813.0
21417,101,20169.0
21423,110,7694.0
21424,102,18838.0
21425,407,14775.0
21426,106,3504.0
21430,111,5703.0
21431,97,19846.0
21432,101,20016.0
21434,101,120.0
21436,105,20397.0
21437,425,4644.0
21438,104,14097.0
21439,103,19853.0
21441,66,117.0
21442,94,675.0
21447,99,18137.0
21448,93,20670.0
21449,434,19572.0
21450,96,502.0
21454,99,2730.0
21455,101,20401.0
21456,100,19983.0
21457,101,22401.0
21463,102,6026.0
21464,108,17683.0
21465,843,1677.0
21467,66,288.0
21468,70,311.0
21469,912,4080.0
21470,102,19319.0
21474,105,7025.0
21475,101,19966.0
21476,103,21030.0
21480,102,3769.0
21481,1362,1282.0
21482,142,170.0
21483,102,18796.0
21484,102,20096.0
21485,101,20082.0
21490,108,9342.0
21491,66,19024.0
21492,106,143.0
21493,481,7663.0
21494,115,12409.0
21498,74,1041.0
21499,116,6520.0
21500,105,21371.0
21501,106,20540.0
21504,109,7091.0
21505,102,19754.0
21506,556,5891.0
21507,102,14157.0
21509,66,175.0
21512,100,7450.0
21513,103,20541.0
21514,104,20129.0
21518,111,5171.0
21520,66,258.0
21521,100,18000.0
21522,658,5540.0
21523,1427,13513.0
21524,105,19810.0
21528,109,8068.0
21529,110,19915.0
21530,102,20842.0
21532,531,511.0
21535,108,3325.0
21536,103,19729.0
21537,108,19867.0
21538,99,20414.0
21542,103,7600.0
21543,102,19205.0
21544,492,12767.0
21545,103,6348.0
21549,105,7891.0
21550,99,21417.0
21551,103,20424.0
21555,99,7125.0
21556,101,18858.0
21557,503,810.0
21558,97,19410.0
21561,101,6121.0
21562,105,19931.0
21563,106,21753.0
21567,101,3248.0
21568,426,16679.0
21569,97,1115.0
21570,101,20247.0
21571,101,20164.0
21575,104,7754.0
21576,100,19863.0
21577,100,20005.0
21581,690,2609.0
21582,101,1525.0
21583,96,20012.0
21584,105,20185.0
21585,111,21554.0
21590,104,4384.0
21591,699,19165.0
21592,105,528.0
21593,101,19378.0
21594,99,20135.0
21598,108,5785.0
21599,102,21622.0
21600,103,21164.0
21604,81,1120.0
21605,956,3420.0
21606,103,1827.0
21607,104,20510.0
21608,101,19927.0
21610,66,395.0
21613,101,8051.0
21614,100,18697.0
21615,101,19787.0
21616,1023,17118.0
21620,105,46.0
21622,66,116.0
21623,99,19609.0
21624,104,22012.0
21625,105,20816.0
21626,100,17102.0
21627,101,21321.0
21628,449,8885.0
21629,101,9801.0
21630,100,20016.0
21631,100,21795.0
21632,102,20113.0
21633,105,18199.0
21634,101,20707.0
21635,526,14334.0
21636,97,4784.0
21637,108,21578.0
21638,106,19912.0
21639,101,20604.0
21640,96,18367.0
21641,104,20767.0
21643,66,336.0
21657,384,26.0
21659,1085,8446.0
21660,109,19497.0
21661,105,19899.0
21666,108,18141.0
21667,106,19227.0
21668,823,7773.0
21669,101,13014.0
21674,113,5702.0
21675,103,20410.0
21676,106,19739.0
21680,101,8992.0
21681,113,20495.0
21682,109,17072.0
21683,1362,4542.0
21684,324,312.0
21685,114,15153.0
21686,109,19893.0
21687,115,21709.0
21688,107,18474.0
21689,106,19730.0
21690,929,5732.0
21691,106,14445.0
21692,111,21755.0
21693,105,18339.0
21694,106,20440.0
21695,108,21982.0
21696,109,17462.0
21697,971,1471.0
21698,1427,18546.0
21699,110,20044.0
21700,102,19883.0
21702,66,113.0
21715,80,3997.0
21716,103,6102.0
21717,103,16935.0
21718,102,19900.0
21724,82,1074.0
21725,106,13692.0
21726,106,21133.0
21727,109,19694.0
21729,66,271.0
21734,108,8112.0
21735,764,16447.0
21736,106,3386.0
21737,106,19181.0
21740,104,8457.0
21741,95,19821.0
21742,104,22107.0
21746,100,7913.0
21747,103,20091.0
21748,95,19438.0
21749,98,20828.0
21750,99,16730.0
21751,945,2714.0
21752,95,17433.0
21753,105,20184.0
21754,102,19806.0
21755,103,22956.0
21756,105,19722.0
21757,103,19963.0
21758,104,17843.0
21759,347,15174.0
21760,100,4180.0
21761,118,9580.0
21762,100,10726.0
21763,103,22549.0
21764,105,20639.0
21765,106,16795.0
21766,102,20218.0
21767,400,17128.0
21768,105,2619.0
21769,101,19943.0
21770,102,20176.0
21771,101,19638.0
21772,103,22977.0
21773,219,12252.0
21774,104,5057.0
21775,104,19500.0
21776,99,20477.0
21777,99,22311.0
21794,66,280.0
21795,73,1518.0
21796,82,7348.0
21797,101,129.0
21798,70,7581.0
21799,76,1046.0
21800,77,249.0
21801,77,119.0
21802,101,8397.0
21803,335,2432.0
21804,103,17546.0
21805,101,19927.0
21806,106,19999.0
21807,102,20169.0
21808,103,22923.0
21809,102,20030.0
21810,96,19367.0
21811,378,2233.0
21812,1013,15434.0
21813,102,20083.0
21814,105,19937.0
21815,100,22729.0
21816,101,19874.0
21817,103,20135.0
21818,101,19494.0
21834,77,2105.0
21835,105,9820.0
21836,69,4241.0
21837,75,129.0
21838,80,97.0
21839,80,94.0
21840,111,14877.0
21841,66,8230.0
21842,102,11337.0
21843,483,6317.0
21844,96,14007.0
21845,100,19977.0
21846,100,20052.0
21847,97,20621.0
21848,101,17180.0
21849,104,19479.0
21850,523,3447.0
21851,101,16447.0
21852,95,22460.0
21853,97,20181.0
21854,96,20522.0
21855,95,17633.0
21856,98,19506.0
21857,506,2558.0
21858,100,17391.0
21866,66,251.0
21875,96,9517.0
21876,99,17850.0
21877,111,20405.0
21878,102,20931.0
21879,245,16855.0
21880,101,1532.0
21881,106,21224.0
21882,99,19753.0
21883,99,19583.0
21884,100,20458.0
21885,99,21638.0
21891,66,315.0
21899,100,7412.0
21900,101,17623.0
21901,96,19610.0
21902,101,19812.0
21903,100,20310.0
21904,385,17691.0
21905,588,2775.0
21912,97,5115.0
21913,99,20102.0
21914,102,19824.0
21915,100,20028.0
21919,123,7283.0
21920,105,20356.0
21921,831,14344.0
21922,110,5457.0
21926,96,7003.0
21927,102,20115.0
21928,104,19957.0
21932,105,6457.0
21933,831,13186.0
21934,103,6916.0
21935,99,19828.0
21939,101,7291.0
21940,747,20028.0
21941,105,454.0
21942,104,19793.0
21943,399,14694.0
21945,66,125.0
21947,102,328.0
21950,80,925.0
21951,103,16360.0
21952,232,4484.0
21953,102,15750.0
21957,164,4410.0
21958,106,2917.0
21959,103,21580.0
21960,105,19740.0
21962,66,199.0
21965,104,8337.0
21966,108,18751.0
21967,167,895.0
21968,896,20414.0
21972,99,6686.0
21973,101,19849.0
21974,98,19853.0
21975,264,365.0
21978,98,3417.0
21979,113,19808.0
21980,113,20274.0
21982,66,304.0
21986,120,7246.0
21987,111,18317.0
21988,552,9317.0
21989,104,9087.0
21992,110,6053.0
21993,106,22800.0
21994,105,19800.0
21995,100,20307.0
21996,102,19446.0
22001,114,13260.0
22002,102,20240.0
22003,102,18086.0
22004,762,18650.0
22005,101,394.0
22006,101,20188.0
22007,104,19664.0
22008,104,19836.0
22009,116,20424.0
22010,107,22439.0
22011,472,13085.0
22012,123,4445.0
22013,113,19969.0
22014,106,19953.0
22015,103,22741.0
22016,112,19855.0
22017,106,21207.0
22018,104,18586.0
22019,441,2237.0
22020,835,15510.0
22021,112,19810.0
22022,109,20346.0
22036,107,10951.0
22037,107,17438.0
22038,447,6452.0
22039,103,13434.0
22040,99,20084.0
22041,102,19916.0
22042,108,22890.0
22043,107,18172.0
22044,102,19724.0
22045,580,5345.0
22046,103,13742.0
22047,105,20197.0
22048,99,20502.0
22049,106,20092.0
22050,105,19471.0
22051,111,19885.0
22052,632,5351.0
22053,107,14664.0
22060,66,89.0
22072,80,1294.0
22073,106,9244.0
22074,82,501.0
22075,102,17351.0
22076,111,20869.0
22077,114,18986.0
22078,446,12234.0
22079,112,7616.0
22080,108,22463.0
22081,110,20185.0
22082,105,20905.0
22083,106,19751.0
22084,109,19343.0
22085,104,17497.0
22086,115,20172.0
22087,110,20360.0
22088,111,19640.0
22089,112,22347.0
22090,371,10203.0
22091,109,7309.0
22092,113,19653.0
22093,90,13871.0
22094,113,6652.0
22100,66,235.0
22103,125,76.0
22112,109,19983.0
22113,107,19767.0
22114,116,17215.0
22115,1168,16590.0
22116,106,3290.0
22117,109,20217.0
22118,113,20035.0
22119,109,22256.0
22120,111,20785.0
22121,1001,13800.0
22122,115,5157.0
22123,114,17673.0
22124,108,19798.0
22125,110,20227.0
22126,680,2836.0
22127,113,17052.0
22128,385,13686.0
22129,114,7935.0
22130,105,19855.0
22131,387,6935.0
22138,66,109.0
22150,102,6827.0
22151,112,19314.0
22152,298,2170.0
22153,112,18616.0
22154,111,20383.0
22155,108,17479.0
22156,108,19834.0
22157,292,5679.0
22158,111,14424.0
22159,116,22701.0
22160,107,17545.0
22161,114,19750.0
22162,458,299.0
22163,111,19966.0
22164,114,20018.0
22165,112,20177.0
22166,124,20204.0
22167,112,22303.0
22170,66,164.0
22180,70,2474.0
22181,710,2521.0
22182,775,3743.0
22183,110,19779.0
22184,108,20141.0
22185,115,19998.0
22186,118,21924.0
22187,81,13278.0
22188,111,4857.0
22189,111,20310.0
22190,103,19901.0
22191,1238,7600.0
22192,109,11959.0
22193,104,21808.0
22194,111,19565.0
22195,106,20593.0
22196,113,19916.0
22197,110,20888.0
22198,122,19603.0
22200,111,1744.0
22217,115,12950.0
22218,110,17301.0
22219,66,562.0
22220,112,19486.0
22221,353,1470.0
22222,113,18647.0
22223,109,19831.0
22224,106,23148.0
22225,103,16752.0
22226,102,20231.0
22227,401,1944.0
22228,105,18077.0
22229,108,19994.0
22230,102,22597.0
22231,111,19705.0
22232,107,18144.0
22233,107,19379.0
22234,695,641.0
22235,109,19571.0
22242,66,100.0
22252,113,10967.0
22253,106,17735.0
22254,103,20672.0
22255,106,19423.0
22256,116,19806.0
22257,1235,1948.0
22258,1309,20965.0
22259,100,19530.0
22260,105,20343.0
22261,106,19704.0
22262,110,19725.0
22263,1362,13373.0
22264,112,4325.0
22265,251,2270.0
22266,108,17646.0
22267,102,20172.0
22268,110,22444.0
22269,107,17461.0
22287,110,1659.0
22288,82,2451.0
22289,733,9772.0
22290,99,7387.0
22291,100,22342.0
22292,101,20097.0
22294,66,229.0
22298,101,8621.0
22299,100,20152.0
22300,100,20315.0
22304,102,4714.0
22305,99,20928.0
22306,96,19309.0
22309,103,8271.0
22310,873,13750.0
22311,100,5712.0
22312,96,20264.0
22316,115,7414.0
22317,100,20799.0
22318,103,19587.0
22322,103,6171.0
22323,107,20818.0
22324,425,11167.0
22325,101,8337.0
22329,110,6537.0
22330,104,19725.0
22331,107,20933.0
22332,100,19182.0
22333,531,9983.0
22334,100,10157.0
22335,252,18237.0
22336,1424,1834.0
22337,99,19728.0
22338,386,14712.0
22339,109,5103.0
22340,99,20440.0
22341,423,7006.0
22342,106,12580.0
22343,106,20090.0
22344,102,20190.0
22345,106,20259.0
22346,350,16555.0
22347,97,2942.0
22348,100,17785.0
22349,104,19778.0
22350,100,20127.0
22351,103,22555.0
22352,105,20725.0
22353,101,16714.0
22354,110,20123.0
22355,365,10524.0
22356,103,9372.0
22357,116,21445.0
22359,119,963.0
22365,66,460.0
22374,106,11094.0
22375,105,17977.0
22376,101,20052.0
22377,579,3437.0
22378,633,16729.0
22379,93,20667.0
22380,98,20071.0
22381,100,20125.0
22382,100,18938.0
22383,97,20091.0
22384,97,20573.0
22385,99,22230.0
22386,107,20246.0
22387,364,11776.0
22388,102,7325.0
22389,101,17725.0
22390,110,19863.0
22391,116,20109.0
22392,108,22903.0
22393,108,19496.0
22394,110,19962.0
22413,82,1813.0
22414,81,8329.0
22415,111,1383.0
22416,102,17915.0
22417,97,19346.0
22418,92,19761.0
22419,416,9136.0
22420,100,11672.0
22421,106,19983.0
22422,106,19897.0
22423,106,21544.0
22424,101,20507.0
22425,98,19547.0
22426,409,6970.0
22427,90,8316.0
22428,99,2375.0
22429,102,19892.0
22430,92,20296.0
22431,103,22738.0
22432,104,18703.0
22433,100,18747.0
22434,854,7271.0
22435,104,12362.0
22436,100,20156.0
22451,78,102.0
22455,103,8082.0
22456,103,22403.0
22457,99,18349.0
22458,101,19120.0
22459,1362,1460.0
22460,485,192.0
22461,113,18337.0
22462,106,22596.0
22463,94,20361.0
22464,96,17116.0
22465,100,20297.0
22466,988,5790.0
22474,1426,5398.0
22475,98,19982.0
22476,97,19923.0
22477,94,22952.0
22478,96,19058.0
22479,597,18210.0
22480,102,799.0
22481,97,19018.0
22482,100,20026.0
22483,101,20090.0
22484,103,21421.0
22485,104,18479.0
22486,101,20157.0
22487,102,19875.0
22488,95,21152.0
22489,95,19135.0
22490,95,20004.0
22491,97,20031.0
22492,515,6276.0
22493,99,13410.0
22494,103,22428.0
22495,101,19271.0
22496,98,21771.0
22497,98,19261.0
22498,96,17115.0
22499,105,20092.0
22500,97,20388.0
22501,95,21116.0
22502,100,20580.0
22503,101,17880.0
22504,601,2169.0
22505,102,17796.0
22510,78,107.0
22530,74,9.0
22534,70,942.0
22535,74,3550.0
22536,104,3503.0
22537,106,21012.0
22538,102,19830.0
22539,102,20785.0
22540,102,19078.0
22541,104,19474.0
22542,103,19945.0
22543,374,4571.0
22544,106,16725.0
22545,109,19971.0
22546,113,20142.0
22547,114,19977.0
22548,112,20576.0
22549,105,20673.0
22550,104,17215.0
22551,100,20603.0
22552,110,19430.0
22553,410,4029.0
22554,116,5811.0
22574,685,7271.0
22575,101,20659.0
22576,66,10086.0
22577,102,9638.0
22578,110,20384.0
22579,114,20455.0
22580,110,21128.0
22581,110,20055.0
22582,102,20785.0
22583,104,19652.0
22584,273,14463.0
22585,112,4172.0
22586,106,20641.0
22587,114,19486.0
22588,109,18381.0
22589,104,20406.0
22590,108,19579.0
22591,104,19964.0
22597,66,142.0
22607,103,10129.0
22608,103,18328.0
22609,107,20235.0
22610,382,19183.0
22611,104,858.0
22612,101,19515.0
22613,105,22302.0
22614,102,20763.0
22615,104,17398.0
22616,102,20050.0
22617,390,17396.0
22618,106,3852.0
22619,103,18385.0
22620,105,20356.0
22621,106,19921.0
22622,108,20190.0
22623,563,18091.0
22624,103,4517.0
22632,80,1033.0
22633,110,7763.0
22634,106,20053.0
22635,112,19996.0
22636,108,22745.0
22637,113,19654.0
22638,81,10491.0
22639,76,148.0
22640,515,4288.0
22641,110,4193.0
22642,109,19751.0
22643,103,21281.0
22644,105,19496.0
22645,101,20286.0
22646,104,21577.0
22647,669,8781.0
22648,104,7277.0
22649,113,19961.0
22650,114,20024.0
22651,107,23240.0
22652,107,19331.0
22653,106,20927.0
22654,110,16512.0
22655,444,1843.0
22666,77,1282.0
22667,69,581.0
22668,74,2122.0
22669,112,4829.0
22670,110,9902.0
22671,116,10088.0
22672,113,20275.0
22673,114,21647.0
22674,109,20537.0
22675,562,13574.0
22676,110,4114.0
22677,110,20045.0
22678,118,19984.0
22683,119,18670.0
22684,120,20142.0
22685,118,18874.0
22686,773,13403.0
22687,120,4997.0
22688,116,20389.0
22689,118,19734.0
22690,119,22758.0
22691,113,19139.0
22692,1362,13507.0
22693,349,304.0
22694,120,4694.0
22695,118,19448.0
22696,113,19927.0
22697,114,23235.0
22698,117,19681.0
22699,123,19459.0
22700,1204,9147.0
22701,116,8347.0
22715,66,90.0
22722,124,18572.0
22723,115,19892.0
22724,119,20432.0
22725,112,20729.0
22726,596,19228.0
22727,116,402.0
22728,64,5647.0
22729,116,14346.0
22730,114,20027.0
22731,118,22014.0
22732,119,20154.0
22733,122,17257.0
22734,769,16959.0
22735,106,2889.0
22736,113,19896.0
22747,71,3817.0
22748,73,117.0
22749,81,94.0
22750,80,91.0
22751,81,785.0
22752,111,2716.0
22753,111,20679.0
22754,116,19969.0
22755,119,19090.0
22756,114,18375.0
22757,614,9259.0
22758,109,10727.0
22759,113,20198.0
22760,109,21113.0
22761,115,20109.0
22762,345,18458.0
22763,115,1111.0
22764,113,19061.0
22765,122,20090.0
22766,108,20190.0
22767,121,20951.0
22768,114,22286.0
22769,351,14072.0
22770,111,2715.0
22771,119,19854.0
22772,119,20230.0
22773,118,20840.0
22774,121,19093.0
22775,114,20487.0
22776,379,13465.0
22777,112,6088.0
22778,113,20500.0
22779,109,21878.0
22780,112,17502.0
22781,105,20053.0
22789,113,9201.0
22807,80,1553.0
22808,921,5089.0
22809,116,5014.0
22810,117,20259.0
22811,115,19837.0
22812,116,20154.0
22813,115,23438.0
22814,110,16491.0
22815,1362,9529.0
22816,1203,362.0
22817,107,10286.0
22818,119,19986.0
22819,109,22153.0
22820,113,18074.0
22821,119,20683.0
22822,113,19365.0
22823,115,21910.0
22824,120,17948.0
22825,124,19840.0
22831,66,97.0
22832,70,2645.0
22833,115,16338.0
22834,122,21405.0
22835,1060,7351.0
22836,121,11126.0
22837,118,19881.0
22838,112,19940.0
22839,105,20100.0
22840,111,20093.0
22841,104,19630.0
22842,907,1380.0
22843,107,18567.0
22844,109,20397.0
22845,111,21983.0
22846,108,20299.0
22847,120,20267.0
22848,115,19016.0
22849,686,968.0
22850,113,17209.0
22851,117,19935.0
22852,108,20028.0
22853,116,20711.0
22855,116,9674.0
22856,604,19418.0
22857,119,208.0
22858,66,10796.0
22859,110,9020.0
22860,107,21097.0
22861,116,19055.0
22862,109,19951.0
22863,103,20174.0
22864,109,20091.0
22865,731,4491.0
22866,107,16859.0
22867,105,19903.0
22868,102,20374.0
22869,108,21299.0
22870,108,16737.0
22871,434,6503.0
22872,105,13675.0
22873,106,19935.0
22874,107,20474.0
22875,108,19636.0
22876,108,20372.0
22878,267,15340.0
22879,110,3733.0
22880,105,19914.0
22881,109,19937.0
22882,117,19946.0
22883,121,19920.0
22884,70,21025.0
22885,113,312.0
22886,301,12147.0
22887,112,6782.0
22888,103,19694.0
22889,112,20236.0
22890,121,21156.0
22891,119,18807.0
22892,114,20690.0
22893,555,9999.0
22894,115,9423.0
22895,117,19939.0
22896,112,20359.0
22909,78,29.0
22924,66,210.0
22934,79,73.0
22939,75,1.0
22940,82,319.0
22941,81,310.0
22942,128,16661.0
22943,106,19223.0
22944,112,20241.0
22945,363,4610.0
22946,111,15458.0
22955,78,72.0
22964,66,159.0
22968,117,7029.0
22969,123,18401.0
22970,126,20055.0
22973,109,14305.0
22974,113,19825.0
22975,309,6454.0
22976,120,13443.0
22980,117,1614.0
22981,82,1260.0
22982,118,18998.0
22983,115,21800.0
22984,113,20415.0
22985,268,6489.0
22987,66,162.0
22988,111,7905.0
22989,119,19768.0
22990,113,22796.0
22994,78,1572.0
22995,115,8898.0
22996,111,19582.0
22997,112,18344.0
22998,321,7280.0
23001,113,3961.0
23002,120,20164.0
23003,116,21574.0
23004,117,19904.0
23006,131,18999.0
23007,117,17804.0
23008,1298,3838.0
23009,123,15708.0
23011,80,1012.0
23014,82,806.0
23015,118,7816.0
23016,126,22603.0
23017,111,19978.0
23021,115,5012.0
23022,1362,19742.0
23023,115,197.0
23024,478,1433.0
23025,122,18675.0
23026,120,20187.0
23028,114,14943.0
23029,112,18370.0
23030,112,19833.0
23031,1060,6048.0
23032,119,13799.0
23033,114,20077.0
23034,117,20660.0
23035,117,19548.0
23036,113,20251.0
23037,118,19426.0
23038,856,2392.0
23039,118,18983.0
23040,120,20099.0
23041,114,20103.0
23042,119,20940.0
23043,118,19755.0
23044,490,9791.0
23045,118,10527.0
23046,118,19958.0
23047,114,20148.0
23055,78,2927.0
23056,111,14993.0
23057,115,20089.0
23058,113,19679.0
23066,510,13581.0
23067,113,634.0
23068,113,20347.0
23069,111,20038.0
23070,112,21781.0
23071,111,20115.0
23072,106,19860.0
23073,502,10459.0
23074,107,7748.0
23075,110,19983.0
23076,109,20030.0
23077,102,20085.0
23078,99,19963.0
23079,102,19778.0
23080,464,2592.0
23081,102,17306.0
23082,105,20387.0
23083,104,20083.0
23084,107,19727.0
23085,108,20921.0
23086,107,18958.0
23087,270,3509.0
23099,66,92.0
23102,82,2138.0
23103,114,6805.0
23104,110,19547.0
23105,106,22825.0
23106,111,18495.0
23107,103,19427.0
23108,327,5073.0
23109,106,14223.0
23110,105,22361.0
23111,100,17959.0
23112,105,20370.0
23113,105,19449.0
23114,104,20739.0
23115,445,6953.0
23116,105,12350.0
23117,102,19926.0
23118,116,810.0
23119,101,19156.0
23120,106,20483.0
23121,106,20932.0
23122,106,18427.0
23123,691,5864.0
23128,66,106.0
23130,81,8.0
23136,70,27.0
23139,104,6637.0
23140,103,19588.0
23141,110,22847.0
23142,111,19901.0
23143,106,20610.0
23144,108,19464.0
23145,443,4434.0
23146,763,13181.0
23147,102,19762.0
23148,100,20408.0
23149,107,22701.0
23150,108,17149.0
23151,315,16959.0
23152,111,2511.0
23153,116,20558.0
23154,114,19982.0
23155,117,20214.0
23169,111,3641.0
23170,113,19170.0
23171,322,6685.0
23172,66,3923.0
23173,111,11120.0
23174,109,19804.0
23175,117,20119.0
23176,108,20316.0
23177,119,21351.0
23178,111,16447.0
23179,833,6962.0
23180,115,13509.0
23181,111,19676.0
23182,113,20110.0
23183,118,20159.0
23184,120,19911.0
23185,1362,14691.0
23186,546,226.0
23187,1433,5263.0
23188,114,22014.0
23189,123,20257.0
23191,90,333.0
23200,66,270.0
23203,126,76.0
23208,120,16677.0
23209,113,20206.0
23212,1329,8800.0
23213,112,7443.0
23214,108,20094.0
23215,113,19940.0
23216,110,20140.0
23217,107,20745.0
23218,105,19526.0
23219,960,12078.0
23220,105,7205.0
23223,66,163.0
23228,81,1619.0
23231,107,8779.0
23232,110,22630.0
23233,108,17738.0
23236,107,7039.0
23237,110,18402.0
23238,698,7525.0
23239,105,12287.0
23243,106,8175.0
23244,112,19762.0
23245,105,21326.0
23247,66,323.0
23249,111,10542.0
23250,530,7754.0
23251,118,9573.0
23252,109,20052.0
23256,107,7180.0
23257,110,22577.0
23258,106,20525.0
23261,105,6683.0
23262,683,14910.0
23263,102,4633.0
23264,101,19770.0
23265,106,20366.0
23268,101,9457.0
23269,103,19264.0
23270,103,19651.0
23271,461,9116.0
23275,110,7151.0
23276,105,20094.0
23277,107,20328.0
23280,107,7615.0
23281,103,19764.0
23282,101,19813.0
23283,307,869.0
23287,1397,8225.0
23288,102,19823.0
23289,97,21798.0
23292,100,7394.0
23293,102,20496.0
23294,250,9209.0
23295,105,7930.0
23296,102,20021.0
23299,104,4847.0
23300,99,22453.0
23301,99,20312.0
23303,66,290.0
23307,103,8928.0
23308,284,4626.0
23309,118,8189.0
23310,105,4213.0
23311,105,19622.0
23312,102,20035.0
23314,66,147.0
23318,102,6732.0
23319,96,19901.0
23320,309,14432.0
23321,96,5286.0
23322,101,20276.0
23326,100,15239.0
23327,103,19781.0
23328,102,20141.0
23331,74,1028.0
23332,102,6316.0
23333,294,15842.0
23334,107,4008.0
23335,100,20501.0
23338,103,8249.0
23339,101,23118.0
23340,107,18294.0
23343,108,8050.0
23344,227,11265.0
23345,530,7086.0
23346,100,20228.0
23350,106,8193.0
23351,106,20273.0
23352,100,19850.0
23354,66,348.0
23357,268,4340.0
23358,104,4507.0
23359,102,17441.0
23360,111,19895.0
23363,104,3021.0
23364,104,21863.0
23365,109,20455.0
23369,369,3708.0
23370,104,5673.0
23371,102,18690.0
23372,103,19907.0
23376,97,7021.0
23377,109,21715.0
23378,107,19502.0
23379,619,8481.0
23382,104,7274.0
23383,104,20214.0
23384,102,20617.0
23385,102,20667.0
23389,103,7692.0
23390,102,17580.0
23391,1029,7159.0
23392,101,12240.0
23396,106,6407.0
23397,101,20050.0
23398,105,22347.0
23401,107,2015.0
23402,99,19292.0
23403,789,2913.0
23404,112,16997.0
23405,107,22403.0
23410,107,9544.0
23411,106,20120.0
23412,105,20333.0
23414,66,414.0
23415,765,2018.0
23419,96,6932.0
23420,111,20229.0
23421,103,19867.0
23424,108,5855.0
23426,66,399.0
23427,70,464.0
23428,118,17034.0
23429,111,19915.0
23430,784,282.0
23434,1106,4673.0
23435,111,19819.0
23436,108,20437.0
23437,124,22596.0
23441,80,1335.0
23442,118,5013.0
23443,114,19335.0
23444,586,8123.0
23445,111,11977.0
23446,119,19722.0
23449,118,8298.0
23450,113,21273.0
23451,111,18697.0
23456,114,5640.0
23457,509,541.0
23458,107,19499.0
23459,102,19493.0
23460,103,20451.0
23466,103,9117.0
23467,100,19416.0
23468,66,8635.0
23469,101,9300.0
23472,104,7121.0
23473,102,22156.0
23474,108,21529.0
23478,105,9520.0
23479,607,17326.0
23480,102,396.0
23481,107,20155.0
23485,104,8942.0
23486,100,20070.0
23487,103,22850.0
23490,109,5331.0
23491,102,19231.0
23492,100,20435.0
23493,104,19686.0
23495,66,615.0
23499,111,6863.0
23500,107,20084.0
23501,104,16991.0
23503,467,656.0
23506,108,3303.0
23507,99,20213.0
23508,104,19594.0
23511,102,3182.0
23512,106,20235.0
23513,106,20514.0
23514,102,19955.0
23518,106,6951.0
23519,98,19991.0
23520,102,20223.0
23524,103,8078.0
23525,103,18474.0
23526,349,10802.0
23527,830,8509.0
23530,110,3704.0
23531,107,20440.0
23532,110,20014.0
23535,108,5053.0
23537,104,18758.0
23538,249,3716.0
23539,100,14674.0
23540,106,19672.0
23545,74,952.0
23546,102,7245.0
23547,101,22440.0
23548,104,19988.0
23549,289,6370.0
23552,108,3740.0
23553,111,19648.0
23554,110,20289.0
23555,111,22927.0
23557,66,492.0
23561,106,15183.0
23562,113,17556.0
23563,321,2201.0
23564,111,17675.0
23568,66,202.0
23569,112,5437.0
23570,114,22643.0
23571,119,17576.0
23575,115,5491.0
23577,66,481.0
23578,113,12673.0
23579,915,8872.0
23580,112,10669.0
23584,112,814.0
23585,111,20052.0
23586,114,22695.0
23587,112,20509.0
23590,116,14774.0
23591,1146,1727.0
23592,111,17844.0
23593,105,19840.0
23597,104,8169.0
23598,103,17342.0
23599,116,20498.0
23600,937,12890.0
23603,107,4405.0
23604,114,20738.0
23605,116,20059.0
23606,119,20451.0
23612,121,5165.0
23613,113,21395.0
23614,920,3355.0
23615,115,14089.0
23616,114,19665.0
23619,109,7745.0
23620,113,22440.0
23621,116,17496.0
23625,117,2530.0
23626,115,20254.0
23627,115,23610.0
23628,113,17250.0
23632,119,7419.0
23633,119,19887.0
23634,736,16640.0
23635,119,3427.0
23638,109,9578.0
23639,115,19734.0
23640,116,21041.0
23644,113,6666.0
23645,108,19725.0
23646,115,19916.0
23650,80,2563.0
23651,117,6461.0
23652,116,18617.0
23653,113,20104.0
23655,66,377.0
23659,113,4280.0
23660,510,13441.0
23661,120,6414.0
23662,120,19911.0
23663,123,20314.0
23667,119,10571.0
23668,115,19883.0
23669,120,20048.0
23670,399,7573.0
23672,66,164.0
23676,112,5978.0
23677,117,20008.0
23678,117,19932.0
23679,117,20235.0
23682,124,8782.0
23683,117,15300.0
23684,114,4800.0
23685,486,8352.0
23686,123,11455.0
23690,122,5846.0
23691,117,20345.0
23692,121,19931.0
23696,116,6332.0
23697,113,19364.0
23698,648,4411.0
23699,111,15975.0
23700,119,19868.0
23702,66,391.0
23706,121,8242.0
23707,119,19624.0
23708,120,19871.0
23712,120,6234.0
23713,904,4502.0
23714,119,15583.0
23715,121,20072.0
23718,121,8587.0
23719,115,20551.0
23720,115,19395.0
23724,119,7097.0
23725,860,1514.0
23726,116,18120.0
23727,118,20211.0
23730,114,7442.0
23731,112,20071.0
23732,116,20202.0
23733,1056,5221.0
23737,118,8588.0
