,size,times
5277,1362,5876.0
5278,1427,15378.0
5279,100,20067.0
5282,103,4572.0
5284,461,480.0
5285,100,17368.0
5286,100,20131.0
5289,99,8503.0
5290,99,17076.0
5291,953,7363.0
5292,102,12594.0
5296,102,342.0
5297,105,22404.0
5298,103,20240.0
5300,66,269.0
5303,100,5960.0
5304,103,15751.0
5305,100,19897.0
5306,103,20164.0
5309,105,4509.0
5310,89,20327.0
5311,1236,10812.0
5312,1300,6226.0
5313,103,19996.0
5315,66,171.0
5319,102,12793.0
5320,102,20311.0
5321,103,22068.0
5322,101,17743.0
5323,106,19627.0
5324,81,5819.0
5325,629,7513.0
5326,101,6745.0
5327,101,22430.0
5328,104,20551.0
5329,100,20114.0
5330,101,18742.0
5331,368,10047.0
5332,99,8093.0
5333,96,20136.0
5334,99,20555.0
5335,98,19725.0
5336,99,20723.0
5337,99,18997.0
5338,277,3070.0
5339,1419,19621.0
5349,105,14067.0
5350,116,9511.0
5351,99,7522.0
5352,100,20166.0
5353,98,20021.0
5354,101,20657.0
5356,66,494.0
5357,98,1385.0
5365,98,16962.0
5366,100,19927.0
5369,100,14.0
5374,216,15387.0
5375,99,2141.0
5376,95,19992.0
5377,103,20062.0
5379,93,18752.0
5380,93,19760.0
5381,97,19902.0
5386,105,9845.0
5387,101,17789.0
5388,98,20052.0
5391,99,8147.0
5392,561,8079.0
5393,101,11999.0
5394,100,20665.0
5397,95,7640.0
5398,93,21354.0
5399,100,17958.0
5402,105,6295.0
5403,812,7752.0
5404,1303,11498.0
5405,98,19900.0
5409,101,4095.0
5410,96,22460.0
5411,101,18971.0
5413,66,210.0
5414,70,573.0
5415,1014,1175.0
5418,93,13.0
5419,81,1511.0
5422,97,8282.0
5423,97,22236.0
5424,919,9966.0
5425,95,7771.0
5427,100,5822.0
5428,106,20506.0
5429,66,10328.0
5430,98,12137.0
5436,645,4685.0
5437,1074,289.0
5438,103,20353.0
5439,103,19917.0
5442,95,15911.0
5443,100,17584.0
5444,482,889.0
5445,97,19210.0
5448,97,3163.0
5449,98,22788.0
5450,98,19998.0
5451,97,19963.0
5452,570,4922.0
5454,66,231.0
5456,101,802.0
5459,104,13083.0
5460,100,20047.0
5461,104,23349.0
5462,99,17494.0
5466,101,5740.0
5467,91,20208.0
5468,666,11547.0
5469,870,8564.0
5470,97,22365.0
5475,98,10641.0
5476,94,19980.0
5477,110,10162.0
5478,94,9651.0
5482,97,16146.0
5483,91,19956.0
5484,93,19922.0
5487,99,3701.0
5488,511,15171.0
5489,101,3820.0
5490,93,19901.0
5491,100,20179.0
5495,97,16468.0
5496,97,20094.0
5497,98,19530.0
5501,98,7203.0
5502,100,19429.0
5503,100,20379.0
5504,95,20934.0
5509,102,5358.0
5510,95,20219.0
5511,346,10229.0
5512,98,9552.0
5515,95,7499.0
5516,96,20060.0
5517,93,20724.0
5521,94,6263.0
5522,98,19308.0
5523,775,8488.0
5524,829,11189.0
5525,92,20314.0
5527,66,148.0
5531,99,7819.0
5532,96,17510.0
5533,95,20696.0
5534,934,15457.0
5535,100,3728.0
5538,80,986.0
5539,90,21109.0
5540,95,19919.0
5541,96,21515.0
5543,66,179.0
5548,100,1855.0
5550,101,17468.0
5551,796,16860.0
5552,108,1929.0
5554,99,102.0
5556,100,22036.0
5557,102,20863.0
5558,107,19412.0
5559,95,17650.0
5560,751,3899.0
5562,66,126.0
5565,1000,13668.0
5566,97,20400.0
5567,101,20049.0
5571,100,8033.0
5572,99,17717.0
5573,95,19899.0
5577,101,1529.0
5578,94,20005.0
5579,104,21432.0
5580,100,19332.0
5581,118,9242.0
5585,100,6542.0
5586,1181,16334.0
5587,107,2907.0
5588,104,19876.0
5589,105,20104.0
5594,109,8742.0
5595,103,20254.0
5596,99,19073.0
5600,95,8983.0
5601,101,18291.0
5602,104,19446.0
5603,108,20042.0
5604,835,9662.0
5605,106,10246.0
5606,102,22260.0
5607,103,20284.0
5608,103,20117.0
5609,103,20277.0
5610,100,19915.0
5611,105,20183.0
5612,104,19854.0
5613,102,17460.0
5614,97,19684.0
5615,800,4415.0
5616,1245,15625.0
5617,98,20503.0
5618,101,21736.0
5631,93,9295.0
5632,103,19028.0
5633,99,19535.0
5636,74,1049.0
5637,308,882.0
5639,102,14115.0
5640,100,20509.0
5641,100,19564.0
5646,111,2704.0
5647,109,19926.0
5648,97,22930.0
5650,66,170.0
5651,98,1705.0
5654,742,2941.0
5655,104,14543.0
5656,103,19736.0
5657,102,20400.0
5659,66,246.0
5663,101,8607.0
5664,100,18006.0
5665,991,17553.0
5666,1054,2373.0
5670,66,157.0
5671,100,253.0
5672,104,21568.0
5673,100,20063.0
5674,101,20176.0
5675,105,19778.0
5676,106,20823.0
5677,101,17626.0
5678,1344,3308.0
5679,103,16730.0
5680,111,19821.0
5681,106,22479.0
5682,108,17715.0
5683,111,19812.0
5684,103,19970.0
5685,102,20032.0
5686,102,21175.0
5687,101,18931.0
5688,1157,16444.0
5689,101,3598.0
5703,111,13431.0
5704,102,19101.0
5705,101,22843.0
5710,101,13002.0
5711,104,17312.0
5712,101,20027.0
5716,103,1667.0
5717,101,20679.0
5718,107,19495.0
5721,100,5277.0
5722,727,14645.0
5723,1407,4874.0
5724,95,20042.0
5728,102,1042.0
5731,99,9350.0
5732,105,19810.0
5734,66,322.0
5735,70,834.0
5736,108,16586.0
5739,105,9828.0
5740,100,19869.0
5741,98,19915.0
5744,80,1822.0
5745,100,5349.0
5746,103,20572.0
5747,610,13701.0
5748,105,5503.0
5752,108,7203.0
5753,102,17215.0
5754,103,20037.0
5758,105,3451.0
5759,100,22334.0
5760,104,19799.0
5761,107,20211.0
5767,108,1156.0
5768,103,17065.0
5769,66,10613.0
5770,107,10066.0
5771,116,9093.0
5772,616,1747.0
5773,105,8361.0
5777,95,2297.0
5779,111,171.0
5780,66,28.0
5781,116,20762.0
5782,109,19454.0
5787,105,5144.0
5788,101,19700.0
5789,101,20039.0
5791,66,226.0
5795,103,4260.0
5796,101,17721.0
5797,801,9826.0
5798,106,9911.0
5799,103,20255.0
5803,105,7995.0
5804,101,21603.0
5805,96,17345.0
5809,106,4550.0
5810,99,19482.0
5811,94,20650.0
5812,1017,6805.0
5813,100,12332.0
5816,100,713.0
5817,97,20020.0
5818,103,22280.0
5822,103,9514.0
5823,101,17983.0
5824,106,19321.0
5827,763,3865.0
5828,103,4755.0
5829,101,20234.0
5830,102,20041.0
5834,108,6408.0
5835,101,20334.0
5836,103,20915.0
5837,553,14193.0
5838,1084,3331.0
5843,103,9784.0
5844,106,19618.0
5845,106,22542.0
5849,104,2825.0
5850,82,2264.0
5851,105,14533.0
5852,100,20820.0
5853,641,10506.0
5854,101,8435.0
5858,102,7942.0
5859,104,19903.0
5860,100,22786.0
5864,102,478.0
5865,102,19830.0
5866,104,20540.0
5867,104,18713.0
5868,643,1371.0
5869,102,16739.0
5870,100,20199.0
5871,96,20258.0
5872,100,22197.0
5873,101,20066.0
5874,117,20402.0
5875,108,20016.0
5876,106,17645.0
5877,512,10485.0
5878,875,9069.0
5879,106,19585.0
5880,110,21793.0
5881,107,20539.0
5882,102,19842.0
5883,64,1346.0
5885,107,182.0
5886,66,197.0
5898,106,13697.0
5899,99,19210.0
5901,81,1323.0
5902,99,2283.0
5910,66,188.0
5911,101,8390.0
5912,100,18492.0
5913,601,4868.0
5914,96,15184.0
5916,102,18707.0
5918,66,126.0
5919,94,19232.0
5920,101,20460.0
5925,110,7621.0
5926,99,20083.0
5927,100,19759.0
5931,105,6681.0
5932,98,19000.0
5933,102,18563.0
5937,105,4107.0
5938,829,4386.0
5939,106,15608.0
5940,111,22407.0
5941,114,19320.0
5945,111,4710.0
5946,102,18284.0
5947,100,19851.0
5952,104,896.0
5953,116,452.0
5954,104,20321.0
5955,102,20835.0
5956,95,20775.0
5958,80,1130.0
5961,102,4958.0
5962,557,247.0
5963,103,19279.0
5964,103,19767.0
5968,74,1306.0
5969,104,6453.0
5970,100,20258.0
5971,99,22627.0
5974,97,4570.0
5975,98,20102.0
5976,105,19993.0
5977,104,22502.0
5981,108,12962.0
5982,531,3937.0
5983,107,16189.0
5984,109,19848.0
5987,99,10228.0
5988,105,20404.0
5989,103,17308.0
5991,66,176.0
5995,110,3607.0
5996,100,19910.0
5997,100,23892.0
5998,102,16996.0
6002,101,2681.0
6003,1310,7158.0
6004,103,12848.0
6005,101,22663.0
6010,102,773.0
6012,66,251.0
6014,106,8260.0
6015,106,19938.0
6016,102,20967.0
6019,102,8814.0
6020,102,19257.0
6021,106,20259.0
6023,66,182.0
6024,1023,1340.0
6028,100,4614.0
6029,104,21654.0
6030,104,19280.0
6034,103,7731.0
6035,108,18900.0
6036,104,19594.0
6040,113,4973.0
6041,877,15471.0
6042,106,4071.0
6043,109,23362.0
6046,108,7169.0
6047,111,19952.0
6048,101,19982.0
6052,100,7839.0
6053,1331,19021.0
6054,1399,482.0
6055,113,19617.0
6057,66,130.0
6061,70,1415.0
6062,117,3499.0
6063,110,21864.0
6064,116,794.0
6065,110,19303.0
6069,113,4795.0
6070,104,18567.0
6071,544,16937.0
6072,114,2506.0
6073,117,19800.0
6077,81,2111.0
6078,119,4250.0
6079,112,20703.0
6080,118,19971.0
6084,111,6685.0
6085,116,22161.0
6086,112,19109.0
6087,112,18450.0
6091,364,5903.0
6092,109,2196.0
6093,105,19885.0
6094,110,20293.0
6097,102,8847.0
6098,106,17834.0
6099,102,19940.0
6104,112,7064.0
6105,66,20851.0
6106,99,1827.0
6107,105,20191.0
6111,102,9532.0
6112,102,17134.0
6113,374,797.0
6114,105,19431.0
6117,114,8293.0
6118,104,19862.0
6119,110,22487.0
6123,105,7090.0
6124,113,20132.0
6125,109,19757.0
6126,111,20117.0
6131,109,9056.0
6132,102,20139.0
6133,1070,16415.0
6134,1135,3260.0
6136,66,157.0
6140,115,6545.0
6141,112,20103.0
6142,115,19779.0
6146,107,6183.0
6147,110,20475.0
6148,110,19236.0
6152,116,4632.0
6153,106,19845.0
6154,104,20503.0
6155,108,20078.0
6157,66,146.0
6161,104,5499.0
6162,617,8554.0
6163,100,9134.0
6164,104,20035.0
6168,105,5620.0
6169,97,22477.0
6170,104,17776.0
6171,103,19928.0
6174,902,1179.0
6175,104,18388.0
6176,103,21930.0
6177,97,20116.0
6182,105,7847.0
6183,109,20554.0
6184,105,19797.0
6188,81,2067.0
6189,99,7643.0
6190,110,20535.0
6191,102,17360.0
6195,110,6251.0
6196,1034,12081.0
6197,105,7578.0
6198,101,19837.0
6202,104,3138.0
6203,108,19947.0
6204,106,20241.0
6207,102,6408.0
6208,103,21042.0
6209,98,19973.0
6210,102,20906.0
6212,66,400.0
6217,1362,2793.0
6218,164,198.0
6219,97,3244.0
6220,94,17610.0
6221,97,20083.0
6225,99,5255.0
6226,105,20144.0
6227,107,22451.0
6231,114,5551.0
6232,109,18489.0
6233,677,3193.0
6234,105,16871.0
6235,102,20121.0
6240,113,9885.0
6241,115,19624.0
6242,116,20804.0
6245,1064,114.0
6246,110,7678.0
6247,109,20283.0
6248,116,20104.0
6252,105,9495.0
6253,120,16886.0
6254,1362,11583.0
6255,1439,8325.0
6259,108,4047.0
6260,110,22001.0
6261,109,20500.0
6263,66,364.0
6266,115,5819.0
6267,302,8892.0
6268,113,7345.0
6269,114,20202.0
6272,111,4120.0
6275,107,18621.0
6276,109,22565.0
6277,108,17579.0
6281,109,4252.0
6282,117,17563.0
6283,391,570.0
6284,110,21041.0
6285,108,20143.0
6290,116,8821.0
6291,119,20555.0
6292,117,20494.0
6296,111,9582.0
6297,110,18543.0
6298,108,20049.0
6302,399,65.0
6303,82,902.0
6304,123,5643.0
6305,115,19807.0
6306,110,19649.0
6309,114,3830.0
6310,101,21767.0
6311,107,19303.0
6316,111,4040.0
6317,103,19907.0
6318,110,19962.0
6319,478,14069.0
6320,750,5709.0
6322,66,109.0
6326,112,8074.0
6327,114,19076.0
6328,107,21717.0
6332,117,6807.0
6333,109,18938.0
6334,100,18822.0
6335,100,21567.0
6339,107,7841.0
6340,974,11223.0
6341,107,6829.0
6342,102,20179.0
6346,101,5250.0
6347,101,21378.0
6348,104,21376.0
6351,104,8255.0
6352,110,17590.0
6353,103,20078.0
6357,107,8014.0
6358,838,9220.0
6359,99,10720.0
6360,101,21690.0
6364,101,6131.0
6365,99,20251.0
6366,106,20664.0
6370,101,6737.0
6371,105,18220.0
6372,105,19253.0
6373,462,16329.0
6374,106,3677.0
6376,66,129.0
6382,121,6510.0
6383,110,19896.0
6384,102,20048.0
6387,111,6014.0
6388,112,18272.0
6390,66,407.0
6391,70,799.0
6392,107,15139.0
6393,112,20252.0
6397,110,4955.0
6399,113,5847.0
6400,790,3891.0
6401,1050,16596.0
6402,66,10460.0
6407,114,4592.0
6408,105,20218.0
6409,105,21584.0
6411,66,519.0
6412,114,150.0
6416,81,314.0
6417,116,8637.0
6418,108,17955.0
6419,716,12172.0
6420,110,6943.0
6424,107,8505.0
6425,102,19816.0
6426,108,21138.0
6427,98,18676.0
6428,106,19865.0
6429,106,19780.0
6430,103,20198.0
6431,493,2453.0
6432,106,17699.0
6433,99,20113.0
6434,102,20115.0
6435,102,22567.0
6436,103,19255.0
6437,99,18705.0
6438,97,19986.0
6439,518,16335.0
6440,97,3455.0
6441,97,19834.0
6442,90,3858.0
6444,102,100.0
6445,66,145.0
6458,99,16615.0
6459,102,20048.0
6460,102,20256.0
6467,109,18597.0
6468,1050,11090.0
6469,1113,8141.0
6470,99,20645.0
6474,99,8646.0
6475,105,19664.0
6476,100,20558.0
6480,100,6312.0
6481,98,19930.0
6482,100,19851.0
6483,649,337.0
6488,106,5278.0
6489,103,20217.0
6490,97,20110.0
6494,98,4699.0
6495,100,20465.0
6496,101,19930.0
6497,99,18259.0
6501,769,1569.0
6502,104,4456.0
6503,98,20167.0
6504,100,20000.0
6508,100,4383.0
6509,98,22642.0
6510,104,20044.0
6511,96,17478.0
6512,97,19909.0
6513,98,19560.0
6514,519,4159.0
6515,828,16253.0
6516,96,19666.0
6517,97,20417.0
6518,101,19912.0
6519,100,21599.0
6520,102,20592.0
6521,97,18571.0
6522,101,19186.0
6523,1362,442.0
6524,594,502.0
6525,103,18607.0
6526,103,20150.0
6527,101,19828.0
6528,96,23504.0
6529,100,19950.0
6530,99,20353.0
6531,103,17888.0
6532,1092,6502.0
6533,1424,12058.0
6534,105,20090.0
6535,102,19923.0
6536,102,20108.0
6537,99,22390.0
6538,98,20535.0
6539,95,17596.0
6540,90,9528.0
6541,100,9791.0
6542,873,1045.0
6543,103,19127.0
6544,103,19726.0
6545,107,20346.0
6546,104,19735.0
6547,105,21988.0
6548,104,19155.0
6549,112,20170.0
6550,499,13999.0
6551,107,4925.0
6552,105,19912.0
6553,105,20051.0
6554,106,20181.0
6555,109,20031.0
6557,101,723.0
6558,470,12558.0
6559,935,6171.0
6561,66,150.0
6567,100,1031.0
6568,81,383.0
6572,81,1180.0
6579,112,16412.0
6580,97,19943.0
6590,98,2321.0
6592,66,381.0
6593,675,9188.0
6594,99,4309.0
6595,101,20218.0
6614,96,2778.0
6615,101,19985.0
6616,104,20249.0
6624,105,405.0
6625,95,20131.0
6626,100,17959.0
6627,101,20081.0
6631,249,3326.0
6632,102,14719.0
6633,101,20080.0
6634,103,20946.0
6638,74,2449.0
6639,115,4843.0
6640,236,7825.0
6641,1163,10931.0
6642,106,19903.0
6645,112,848.0
6646,110,19769.0
6647,103,22365.0
6648,107,19736.0
6650,66,173.0
6654,102,11849.0
6655,99,20015.0
6656,101,19666.0
6660,97,5991.0
6661,106,20546.0
6662,97,21416.0
6663,824,7816.0
6664,95,10034.0
6668,95,16951.0
6669,99,20303.0
6673,101,5839.0
6674,98,21048.0
6675,106,18980.0
6677,66,268.0
6681,95,6756.0
6682,104,19717.0
6683,105,20096.0
6684,638,12133.0
6688,103,6759.0
6689,103,19411.0
6690,104,19965.0
6693,111,8803.0
6694,100,21204.0
6695,97,19112.0
6699,95,9109.0
6700,104,19688.0
6701,100,21944.0
6705,107,7460.0
6706,99,20546.0
6707,461,12545.0
6708,890,7311.0
6712,99,5529.0
6713,103,20158.0
6714,99,20107.0
6715,96,20162.0
6720,912,17248.0
6721,100,2162.0
6722,95,18908.0
6723,104,20314.0
6725,66,115.0
6726,70,582.0
6730,99,7587.0
6731,95,22223.0
6732,99,17898.0
6736,1141,65.0
6737,101,5117.0
6738,98,20152.0
6739,103,20259.0
6742,100,7818.0
6743,98,20072.0
6744,105,22616.0
6745,671,6727.0
6749,1206,5440.0
6750,97,20009.0
6751,95,20195.0
6752,106,21934.0
6759,81,3502.0
6760,98,6239.0
6761,101,17959.0
6762,66,698.0
6763,612,6632.0
6764,100,12954.0
6765,101,19577.0
6766,108,20293.0
6767,99,19804.0
6768,97,20085.0
6769,102,20071.0
6770,100,20166.0
6771,102,20199.0
6772,98,19783.0
6773,103,19703.0
6774,102,20235.0
6775,820,5283.0
6776,101,14652.0
6777,103,19848.0
6778,103,20137.0
6780,66,225.0
6794,102,765.0
6795,114,20495.0
6796,106,18027.0
6801,102,879.0
6802,101,20102.0
6803,96,20688.0
6804,752,14078.0
6805,887,5256.0
6810,100,3334.0
6811,100,19870.0
6812,105,20314.0
6813,102,19980.0
6817,99,4282.0
6818,97,19990.0
6819,309,17939.0
6820,98,4186.0
6824,104,4932.0
6825,101,20292.0
6826,99,19772.0
6829,101,8076.0
6830,109,20817.0
6831,101,20459.0
6832,261,8852.0
6836,105,5786.0
6837,104,21353.0
6838,111,19889.0
6839,116,19813.0
6843,119,8656.0
6844,106,19904.0
6845,101,19716.0
6846,650,4990.0
6850,727,7326.0
6851,101,20212.0
6852,93,20249.0
6856,101,5445.0
6857,101,17658.0
6858,103,19887.0
6861,81,2699.0
6862,96,392.0
6863,1222,12498.0
6864,100,6552.0
6865,99,19916.0
6866,102,19866.0
6868,66,232.0
6873,102,2541.0
6874,99,19694.0
6875,103,20207.0
6878,104,8551.0
6880,66,282.0
6881,106,14682.0
6882,97,20429.0
6886,104,10590.0
6887,677,779.0
6888,111,16859.0
6889,110,20168.0
6893,102,5799.0
6894,107,22821.0
6895,112,19448.0
6899,104,7372.0
6900,98,21034.0
6901,100,19168.0
6902,101,17825.0
6906,104,7263.0
6907,112,20004.0
6908,440,1287.0
6909,1294,18731.0
6913,110,5495.0
6914,110,19982.0
6915,102,19990.0
6916,104,20531.0
6919,104,7973.0
6920,1141,874.0
6921,109,16785.0
6922,103,19848.0
6926,113,6796.0
6927,103,22568.0
6928,104,18234.0
6932,107,6134.0
6933,1171,2188.0
6934,110,17936.0
6935,101,19928.0
6936,95,20056.0
6942,98,7255.0
6943,102,22074.0
6944,773,14286.0
6945,1233,3912.0
6948,102,7439.0
6949,100,19913.0
6950,104,22998.0
6954,104,10050.0
6955,100,17579.0
6956,649,12414.0
6957,101,7415.0
6958,95,20265.0
6962,102,7726.0
6963,100,22322.0
6964,100,20109.0
6967,107,8394.0
6968,99,19606.0
6969,97,17484.0
6970,100,20366.0
6972,66,130.0
6977,81,1221.0
6978,100,6244.0
6979,96,19870.0
6980,694,11551.0
6981,102,9813.0
6983,97,5975.0
6984,99,20148.0
6985,99,20702.0
6990,95,4322.0
6992,94,16203.0
6993,100,16788.0
6994,99,20695.0
6998,104,14086.0
6999,403,15718.0
7000,755,3784.0
7001,95,22394.0
7005,100,7672.0
7006,102,20275.0
7007,98,19270.0
7008,103,20136.0
7009,98,20510.0
7010,101,20695.0
7011,103,19630.0
7012,105,19491.0
7013,321,955.0
7014,99,16472.0
7015,100,19951.0
7016,100,19922.0
7017,95,22654.0
7018,102,20406.0
7019,99,20393.0
7020,98,19298.0
7021,103,19995.0
7022,654,9900.0
7023,100,9788.0
7032,113,18661.0
7033,105,16862.0
7034,105,20016.0
7036,66,289.0
7037,70,627.0
7038,100,5336.0
7039,107,18985.0
7041,110,275.0
7050,102,18965.0
7051,620,16139.0
7052,104,3229.0
7059,103,2633.0
7060,108,20106.0
7061,106,19957.0
7064,106,3743.0
7065,104,19797.0
7066,103,20079.0
7067,99,19881.0
7071,103,3188.0
7072,104,20153.0
7073,66,7919.0
7074,107,11540.0
7075,242,878.0
7078,82,616.0
7080,117,2235.0
7081,112,19608.0
7082,104,19958.0
7084,66,363.0
7088,111,7914.0
7089,105,17407.0
7090,246,15718.0
7091,106,4364.0
7095,111,5715.0
7096,110,22695.0
7097,110,19790.0
7099,66,392.0
7103,111,5491.0
7104,112,17245.0
7105,982,16279.0
7106,108,3957.0
7107,111,19752.0
7112,110,7421.0
7113,117,22420.0
7114,115,17644.0
7118,111,4645.0
7119,1222,14189.0
7120,1295,5706.0
7121,113,19861.0
7122,115,20264.0
7126,109,4592.0
7127,113,17691.0
7128,872,13180.0
7129,114,7085.0
7133,110,7998.0
7134,111,20147.0
7135,109,19832.0
7138,103,9654.0
7139,99,20850.0
7140,694,10277.0
7141,107,6334.0
7145,109,7672.0
7146,110,20144.0
7147,110,22406.0
7151,124,10082.0
7152,116,18805.0
7153,106,20272.0
7156,114,10105.0
7157,121,20158.0
7158,110,15345.0
7159,119,4483.0
7163,115,5513.0
7164,768,11092.0
7165,114,7519.0
7166,107,19958.0
7170,112,6912.0
7171,114,20311.0
7172,119,20456.0
7176,115,7251.0
7177,115,20278.0
7178,114,19415.0
7179,109,20640.0
7180,112,21414.0
7181,114,17748.0
7182,719,4505.0
7183,115,13659.0
7184,109,19747.0
7185,113,20077.0
7186,115,22894.0
7187,97,19992.0
7188,102,19932.0
7189,103,20116.0
7190,102,20557.0
7191,413,15351.0
7192,1050,2856.0
7193,105,18272.0
7194,100,20103.0
7195,114,19754.0
7197,66,137.0
7211,74,454.0
7212,114,16762.0
7213,112,16965.0
7214,109,21450.0
7220,81,1493.0
7221,101,16313.0
7222,99,20615.0
7223,478,16785.0
7224,96,5061.0
7227,92,8085.0
7228,96,19960.0
7229,97,20270.0
7233,107,4313.0
7234,102,20540.0
7235,103,19258.0
7238,99,6702.0
7239,99,20399.0
7240,483,8162.0
7241,101,9541.0
7242,104,19955.0
7247,101,5955.0
7248,104,19571.0
7249,97,22268.0
7253,100,8516.0
7254,101,19437.0
7255,101,20367.0
7256,104,18231.0
7261,98,5596.0
7262,451,4162.0
7263,97,15892.0
7264,99,22303.0
7268,103,6929.0
7269,106,20289.0
7270,99,20106.0
7271,104,17549.0
7275,106,8166.0
7276,101,19950.0
7277,102,22348.0
7280,99,5924.0
7281,101,18931.0
7282,1177,5694.0
7283,102,14158.0
7287,104,9209.0
7288,100,17934.0
7289,101,19897.0
7292,81,178.0
7294,100,4170.0
7295,1362,10962.0
7296,101,9011.0
7297,104,20068.0
7298,167,17687.0
7299,100,2247.0
7301,66,162.0
7305,107,4412.0
7306,102,18398.0
7307,101,19382.0
7308,1039,10858.0
7312,1429,5946.0
7314,66,125.0
7315,110,17299.0
7316,97,22164.0
7317,104,18095.0
7320,102,2088.0
7323,100,19348.0
7324,824,8303.0
7325,108,11670.0
7329,106,4545.0
7330,109,20359.0
7331,108,19895.0
7332,109,22233.0
7334,66,454.0
7339,110,6603.0
7340,114,19769.0
7341,111,19968.0
7342,112,22756.0
7346,107,2530.0
7347,115,19245.0
7348,771,8951.0
7349,116,11278.0
7352,117,7872.0
7353,112,17221.0
7354,112,20319.0
7358,111,4560.0
7359,111,19829.0
7360,110,21709.0
7361,110,20440.0
7363,66,180.0
7367,109,7470.0
7369,528,10637.0
7370,98,5872.0
7371,104,19990.0
7372,100,19906.0
7374,66,132.0
7375,70,608.0
7379,102,10033.0
7380,101,20120.0
7381,106,20198.0
7385,118,7813.0
7386,106,19725.0
7387,107,20286.0
7388,251,10199.0
7389,114,9206.0
7394,108,7290.0
7395,116,20324.0
7396,117,20172.0
7399,119,3894.0
7400,101,20578.0
7401,99,19850.0
7403,104,16189.0
7409,82,844.0
7410,80,133.0
7411,115,2738.0
7412,371,6518.0
7413,894,13373.0
7414,103,20268.0
7419,107,7426.0
7420,103,20278.0
7421,66,8106.0
7422,101,11375.0
7425,104,6390.0
7426,102,20306.0
7427,104,20004.0
7428,640,10182.0
7429,102,7089.0
7433,99,5095.0
7434,98,20209.0
7435,105,20822.0
7437,66,365.0
7441,102,7375.0
7442,103,20013.0
7443,107,21008.0
7444,104,18500.0
7446,66,393.0
7449,103,10619.0
7450,518,4929.0
7451,109,12776.0
7452,108,20058.0
7456,107,4238.0
7457,106,20498.0
7458,108,20294.0
7461,111,6518.0
7462,107,19785.0
7463,105,21790.0
7464,105,20167.0
7468,121,3706.0
7469,280,19227.0
7470,117,235.0
7471,111,17612.0
7472,116,20052.0
7477,113,6321.0
7478,113,19915.0
7479,117,21637.0
7480,557,13378.0
7484,118,4013.0
7485,119,20034.0
7486,109,19799.0
7487,106,22540.0
7492,110,4854.0
7493,113,20158.0
7494,115,19912.0
7497,113,10338.0
7498,121,20119.0
7499,114,20039.0
7501,66,389.0
7505,111,6352.0
7506,1161,17214.0
7507,113,975.0
7508,116,18894.0
7512,121,5929.0
7513,117,19903.0
7514,115,22426.0
7518,113,8545.0
7519,82,544.0
7520,112,16413.0
7521,109,19888.0
7522,115,20001.0
7524,66,181.0
7529,112,650.0
7530,116,18585.0
7531,113,19349.0
7532,816,12051.0
7533,113,5742.0
7534,114,19766.0
7535,116,20156.0
7536,116,22526.0
7537,104,20368.0
7538,107,20020.0
7539,108,19921.0
7540,109,19978.0
7541,109,20233.0
7542,104,20508.0
7543,108,21035.0
7544,90,7748.0
7545,1032,4687.0
7546,101,3064.0
7547,105,19891.0
7548,108,20028.0
7561,110,16370.0
7562,107,19286.0
7564,66,210.0
7565,99,271.0
7572,101,17429.0
7573,106,20149.0
7574,103,18421.0
7577,102,16296.0
7578,1220,7267.0
7579,102,12712.0
7580,105,22522.0
7582,66,115.0
7587,103,5827.0
7588,105,20482.0
7589,102,17666.0
7594,103,731.0
7595,588,8046.0
7596,111,12233.0
7597,111,22329.0
7598,103,19886.0
7601,108,4088.0
7602,938,12507.0
7603,121,7334.0
7604,118,20093.0
7608,114,4249.0
7609,112,19688.0
7610,116,22656.0
7611,722,4334.0
7615,114,4403.0
7616,115,19668.0
7617,113,20201.0
7618,116,22424.0
7620,66,394.0
7624,122,8624.0
7625,871,11872.0
7626,1291,6375.0
7627,114,19457.0
7631,113,6116.0
7632,113,20453.0
7633,115,19805.0
7635,66,269.0
7639,74,1875.0
7640,116,1666.0
7641,449,15453.0
7642,112,5365.0
7643,118,19493.0
7644,108,20085.0
7648,113,7991.0
7649,110,19652.0
7650,103,20743.0
7653,104,10932.0
7654,108,21090.0
7655,105,17956.0
7656,221,1209.0
7660,107,3879.0
7661,103,19876.0
7662,103,22593.0
7663,97,20013.0
7668,102,9177.0
7669,103,20803.0
7670,98,20284.0
7674,104,8273.0
7675,465,7253.0
7676,97,11312.0
7677,93,19981.0
7680,102,6153.0
7681,108,19833.0
7682,107,19899.0
7684,66,140.0
7688,107,4351.0
7689,106,20125.0
7690,107,20084.0
7691,103,20318.0
7693,66,385.0
7698,100,3353.0
7699,1362,17331.0
7700,312,195.0
7701,101,2254.0
7702,107,19661.0
7705,114,6184.0
7707,66,166.0
7708,70,252.0
7709,103,3671.0
7710,106,23218.0
7711,117,1025.0
7714,104,4197.0
7715,103,19994.0
7716,107,20016.0
7717,109,20343.0
7721,110,7804.0
7722,106,20797.0
7723,102,18640.0
7724,1362,4038.0
7725,667,256.0
7729,1425,8198.0
7730,109,19563.0
7731,109,22663.0
7734,108,8732.0
7735,104,19236.0
7737,104,16286.0
7741,105,8985.0
7742,107,20120.0
7743,105,20518.0
7747,107,1818.0
7748,895,11381.0
7749,102,7255.0
7750,104,19268.0
7755,100,3306.0
7756,100,20204.0
7757,66,10871.0
7758,107,9243.0
7761,107,5915.0
7762,108,22756.0
7763,80,14903.0
