number,src,dst,size,clean_size,date,time
26622,124.123.243.15,192.168.1.133,405,42,2015-08-25,19:51:18.666689
26623,124.123.243.15,192.168.1.133,218,42,2015-08-25,19:51:18.667181
26624,124.123.243.15,192.168.1.133,414,42,2015-08-25,19:51:18.668160
26625,192.168.1.133,124.123.243.15,415,42,2015-08-25,19:51:18.669685
26626,192.168.1.133,124.123.243.15,475,42,2015-08-25,19:51:18.673572
26627,124.123.243.15,192.168.1.133,106,66,2015-08-25,19:51:18.675597
26628,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:51:18.676078
26629,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:18.693578
26630,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:51:18.713454
26631,124.123.243.15,192.168.1.133,235,42,2015-08-25,19:51:18.718798
26632,124.123.243.15,192.168.1.133,424,42,2015-08-25,19:51:18.718889
26633,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:18.733439
26634,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:18.756012
26635,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:18.776012
26636,192.168.1.133,124.123.243.15,347,42,2015-08-25,19:51:18.787835
26637,124.123.243.15,192.168.1.133,215,42,2015-08-25,19:51:18.788749
26638,124.123.243.15,192.168.1.133,400,42,2015-08-25,19:51:18.788843
26639,192.168.1.133,124.123.243.15,82,42,2015-08-25,19:51:18.790730
26640,124.123.243.15,192.168.1.133,201,42,2015-08-25,19:51:18.791524
26641,192.168.1.133,124.123.243.15,94,42,2015-08-25,19:51:18.793260
26642,192.168.1.133,124.123.243.15,93,42,2015-08-25,19:51:18.813180
26643,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:51:18.833411
26644,124.123.243.15,192.168.1.133,105,66,2015-08-25,19:51:18.852104
26645,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:51:18.852564
26646,124.123.243.15,192.168.1.133,419,42,2015-08-25,19:51:18.853067
26647,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:51:18.853937
26648,192.168.1.133,124.123.243.15,80,42,2015-08-25,19:51:18.854212
26649,124.123.243.15,192.168.1.133,261,42,2015-08-25,19:51:18.858281
26650,192.168.1.133,124.123.243.15,93,42,2015-08-25,19:51:18.873377
26651,192.168.1.133,124.123.243.15,97,42,2015-08-25,19:51:18.893627
26652,192.168.1.133,124.123.243.15,436,42,2015-08-25,19:51:18.899188
26653,192.168.1.133,124.123.243.15,777,42,2015-08-25,19:51:18.913283
26654,124.123.243.15,192.168.1.133,464,42,2015-08-25,19:51:18.913350
26655,124.123.243.15,192.168.1.133,375,42,2015-08-25,19:51:18.914401
26656,124.123.243.15,192.168.1.133,175,66,2015-08-25,19:51:18.927998
26657,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:51:18.928455
26658,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:51:18.933603
26659,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:18.953492
26660,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:18.973539
26661,124.123.243.15,192.168.1.133,185,42,2015-08-25,19:51:18.985552
26662,124.123.243.15,192.168.1.133,283,42,2015-08-25,19:51:18.985782
26663,192.168.1.133,124.123.243.15,95,42,2015-08-25,19:51:18.996606
26664,192.168.1.133,124.123.243.15,97,42,2015-08-25,19:51:19.013333
26665,192.168.1.133,124.123.243.15,431,42,2015-08-25,19:51:19.016535
26666,192.168.1.133,124.123.243.15,97,42,2015-08-25,19:51:19.033504
26667,124.123.243.15,192.168.1.133,534,42,2015-08-25,19:51:19.045369
26668,124.123.243.15,192.168.1.133,432,42,2015-08-25,19:51:19.045461
26669,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:19.053478
26670,192.168.1.133,124.123.243.15,94,42,2015-08-25,19:51:19.073634
26671,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:51:19.096105
26672,124.123.243.15,192.168.1.133,185,66,2015-08-25,19:51:19.102707
26673,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:51:19.103046
26674,124.123.243.15,192.168.1.133,293,42,2015-08-25,19:51:19.106588
26675,124.123.243.15,192.168.1.133,426,42,2015-08-25,19:51:19.106810
26676,124.123.243.15,192.168.1.133,236,42,2015-08-25,19:51:19.107836
26677,192.168.1.133,124.123.243.15,96,42,2015-08-25,19:51:19.114414
26678,192.168.1.133,124.123.243.15,384,42,2015-08-25,19:51:19.121555
26679,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:19.133642
26680,192.168.1.133,124.123.243.15,96,42,2015-08-25,19:51:19.153445
26681,124.123.243.15,192.168.1.133,400,42,2015-08-25,19:51:19.166385
26682,124.123.243.15,192.168.1.133,298,42,2015-08-25,19:51:19.166472
26683,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:19.173620
26684,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:19.193480
26685,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:19.213575
26686,124.123.243.15,192.168.1.133,521,42,2015-08-25,19:51:19.230468
26687,124.123.243.15,192.168.1.133,427,42,2015-08-25,19:51:19.230716
26688,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:19.234914
26689,192.168.1.133,124.123.243.15,221,42,2015-08-25,19:51:19.239778
26690,192.168.1.133,124.123.243.15,489,42,2015-08-25,19:51:19.253649
26691,192.168.1.133,124.123.243.15,96,42,2015-08-25,19:51:19.273497
26692,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:19.293232
26693,124.123.243.15,192.168.1.133,278,42,2015-08-25,19:51:19.306626
26694,124.123.243.15,192.168.1.133,435,42,2015-08-25,19:51:19.306728
26695,124.123.243.15,192.168.1.133,220,42,2015-08-25,19:51:19.306823
26696,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:51:19.313293
26697,192.168.1.133,124.123.243.15,97,42,2015-08-25,19:51:19.335514
26698,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:19.354945
26699,124.123.243.15,192.168.1.133,435,42,2015-08-25,19:51:19.367081
26700,124.123.243.15,192.168.1.133,204,42,2015-08-25,19:51:19.367181
26701,192.168.1.133,124.123.243.15,94,42,2015-08-25,19:51:19.373585
26702,192.168.1.133,124.123.243.15,93,42,2015-08-25,19:51:19.393551
26703,192.168.1.133,124.123.243.15,93,42,2015-08-25,19:51:19.414117
26704,124.123.243.15,192.168.1.133,106,66,2015-08-25,19:51:19.422881
26705,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:51:19.423365
26706,124.123.243.15,192.168.1.133,385,42,2015-08-25,19:51:19.424724
26707,124.123.243.15,192.168.1.133,202,42,2015-08-25,19:51:19.424809
26708,192.168.1.133,124.123.243.15,92,42,2015-08-25,19:51:19.433240
26709,192.168.1.133,124.123.243.15,95,42,2015-08-25,19:51:19.454158
26710,192.168.1.133,124.123.243.15,271,42,2015-08-25,19:51:19.468553
26711,192.168.1.133,124.123.243.15,92,42,2015-08-25,19:51:19.473377
26712,124.123.243.15,192.168.1.133,432,42,2015-08-25,19:51:19.486250
26713,124.123.243.15,192.168.1.133,242,42,2015-08-25,19:51:19.486351
26714,124.123.243.15,192.168.1.133,482,42,2015-08-25,19:51:19.486626
26715,192.168.1.133,124.123.243.15,118,42,2015-08-25,19:51:19.489334
26716,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:51:19.493599
26717,192.168.1.133,124.123.243.15,94,42,2015-08-25,19:51:19.513411
26718,192.168.1.133,124.123.243.15,97,42,2015-08-25,19:51:19.535097
26719,124.123.243.15,192.168.1.133,409,42,2015-08-25,19:51:19.545629
26720,124.123.243.15,192.168.1.133,253,42,2015-08-25,19:51:19.545840
26721,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:19.555811
26722,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:19.573860
26723,192.168.1.133,124.123.243.15,92,42,2015-08-25,19:51:19.593554
26724,124.123.243.15,192.168.1.133,386,42,2015-08-25,19:51:19.606868
26725,124.123.243.15,192.168.1.133,225,42,2015-08-25,19:51:19.607081
26726,192.168.1.133,124.123.243.15,93,42,2015-08-25,19:51:19.613344
26727,192.168.1.133,124.123.243.15,96,42,2015-08-25,19:51:19.636226
26728,192.168.1.133,124.123.243.15,91,42,2015-08-25,19:51:19.656422
26729,124.123.243.15,192.168.1.133,357,42,2015-08-25,19:51:19.667647
26730,124.123.243.15,192.168.1.133,238,42,2015-08-25,19:51:19.670258
26731,192.168.1.133,124.123.243.15,97,42,2015-08-25,19:51:19.674725
26732,192.168.1.133,124.123.243.15,779,42,2015-08-25,19:51:19.688298
26733,192.168.1.133,124.123.243.15,835,42,2015-08-25,19:51:19.693555
26734,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:51:19.713415
26735,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:51:19.733538
26736,124.123.243.15,192.168.1.133,372,42,2015-08-25,19:51:19.745214
26737,124.123.243.15,192.168.1.133,273,42,2015-08-25,19:51:19.745384
26738,124.123.243.15,192.168.1.133,409,42,2015-08-25,19:51:19.745703
26739,192.168.1.133,124.123.243.15,90,42,2015-08-25,19:51:19.756413
26740,192.168.1.133,124.123.243.15,97,42,2015-08-25,19:51:19.773560
26741,192.168.1.133,124.123.243.15,96,42,2015-08-25,19:51:19.793512
26742,124.123.243.15,192.168.1.133,387,42,2015-08-25,19:51:19.807484
26743,124.123.243.15,192.168.1.133,646,42,2015-08-25,19:51:19.807606
26744,124.123.243.15,192.168.1.133,447,42,2015-08-25,19:51:19.808119
26745,192.168.1.133,124.123.243.15,910,42,2015-08-25,19:51:19.808291
26746,192.168.1.133,124.123.243.15,74,42,2015-08-25,19:51:19.809096
26747,192.168.1.133,124.123.243.15,74,42,2015-08-25,19:51:19.810067
26748,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:51:19.813591
26749,192.168.1.133,124.123.243.15,96,42,2015-08-25,19:51:19.833082
26750,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:51:19.853534
26751,192.168.1.133,124.123.243.15,97,42,2015-08-25,19:51:19.873471
26752,124.123.243.15,192.168.1.133,295,42,2015-08-25,19:51:19.893685
26753,124.123.243.15,192.168.1.133,416,42,2015-08-25,19:51:19.893878
26754,124.123.243.15,192.168.1.133,269,42,2015-08-25,19:51:19.894313
26755,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:51:19.896396
26756,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:51:19.915816
26757,192.168.1.133,124.123.243.15,685,42,2015-08-25,19:51:19.925947
26758,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:51:19.933465
26759,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:51:19.953426
26760,124.123.243.15,192.168.1.133,413,42,2015-08-25,19:51:19.968080
26761,124.123.243.15,192.168.1.133,262,42,2015-08-25,19:51:19.968648
26762,192.168.1.133,124.123.243.15,96,42,2015-08-25,19:51:19.973541
26763,192.168.1.133,124.123.243.15,106,42,2015-08-25,19:51:19.993251
26764,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:51:20.016364
26765,192.168.1.133,124.123.243.15,107,42,2015-08-25,19:51:20.035633
26766,124.123.243.15,192.168.1.133,176,66,2015-08-25,19:51:20.036100
26767,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:51:20.036645
26768,124.123.243.15,192.168.1.133,409,42,2015-08-25,19:51:20.039043
26769,124.123.243.15,192.168.1.133,255,42,2015-08-25,19:51:20.040209
26770,124.123.243.15,192.168.1.133,528,42,2015-08-25,19:51:20.040285
26771,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:51:20.055932
26772,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:51:20.073559
26773,192.168.1.133,124.123.243.15,108,42,2015-08-25,19:51:20.093240
26774,124.123.243.15,192.168.1.133,212,42,2015-08-25,19:51:20.106528
26775,124.123.243.15,192.168.1.133,468,42,2015-08-25,19:51:20.106760
26776,124.123.243.15,192.168.1.133,417,42,2015-08-25,19:51:20.106865
26777,124.123.243.15,192.168.1.133,186,66,2015-08-25,19:51:20.108465
26778,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:51:20.109070
26779,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:51:20.113824
26780,192.168.1.133,124.123.243.15,95,42,2015-08-25,19:51:20.135511
26781,192.168.1.133,124.123.243.15,690,42,2015-08-25,19:51:20.147872
26782,192.168.1.133,124.123.243.15,967,42,2015-08-25,19:51:20.153655
26783,124.123.243.15,192.168.1.133,263,42,2015-08-25,19:51:20.167712
26784,124.123.243.15,192.168.1.133,396,42,2015-08-25,19:51:20.167869
26785,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:20.173603
26786,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:20.193099
26787,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:51:20.213510
26788,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:51:20.235843
26789,124.123.243.15,192.168.1.133,218,42,2015-08-25,19:51:20.245590
26790,124.123.243.15,192.168.1.133,387,42,2015-08-25,19:51:20.245688
26791,124.123.243.15,192.168.1.133,243,42,2015-08-25,19:51:20.245740
26792,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:51:20.255757
26793,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:51:20.273671
26794,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:51:20.293475
26795,124.123.243.15,192.168.1.133,386,42,2015-08-25,19:51:20.305622
26796,124.123.243.15,192.168.1.133,215,42,2015-08-25,19:51:20.307114
26797,192.168.1.133,124.123.243.15,97,42,2015-08-25,19:51:20.313633
26798,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:51:20.335044
26799,192.168.1.133,124.123.243.15,94,42,2015-08-25,19:51:20.354502
26800,192.168.1.133,124.123.243.15,1018,42,2015-08-25,19:51:20.368798
26801,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:51:20.374035
26802,124.123.243.15,192.168.1.133,423,42,2015-08-25,19:51:20.385255
26803,124.123.243.15,192.168.1.133,385,42,2015-08-25,19:51:20.385350
26804,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:51:20.393914
26805,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:51:20.413396
26806,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:20.433195
26807,124.123.243.15,192.168.1.133,240,42,2015-08-25,19:51:20.445207
26808,124.123.243.15,192.168.1.133,396,42,2015-08-25,19:51:20.445315
26809,124.123.243.15,192.168.1.133,222,42,2015-08-25,19:51:20.445400
26810,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:51:20.455882
26811,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:20.473655
26812,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:51:20.494652
26813,124.123.243.15,192.168.1.133,365,42,2015-08-25,19:51:20.508456
26814,124.123.243.15,192.168.1.133,270,42,2015-08-25,19:51:20.508946
26815,192.168.1.133,124.123.243.15,108,42,2015-08-25,19:51:20.513565
26816,192.168.1.133,124.123.243.15,107,42,2015-08-25,19:51:20.534020
26817,192.168.1.133,124.123.243.15,522,42,2015-08-25,19:51:20.535872
26818,192.168.1.133,124.123.243.15,1087,42,2015-08-25,19:51:20.553543
26819,124.123.243.15,192.168.1.133,105,66,2015-08-25,19:51:20.567257
26820,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:51:20.567655
26821,124.123.243.15,192.168.1.133,401,42,2015-08-25,19:51:20.569976
26822,124.123.243.15,192.168.1.133,291,42,2015-08-25,19:51:20.570055
26823,124.123.243.15,192.168.1.133,494,42,2015-08-25,19:51:20.570137
26824,192.168.1.133,124.123.243.15,109,42,2015-08-25,19:51:20.573416
26825,124.123.243.15,192.168.1.133,386,42,2015-08-25,19:51:20.588988
26826,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:51:20.593516
26827,192.168.1.133,124.123.243.15,111,42,2015-08-25,19:51:20.616439
26828,192.168.1.133,124.123.243.15,119,42,2015-08-25,19:51:20.636271
26829,192.168.1.133,124.123.243.15,112,42,2015-08-25,19:51:20.656618
26830,124.123.243.15,192.168.1.133,203,42,2015-08-25,19:51:20.666738
26831,124.123.243.15,192.168.1.133,372,42,2015-08-25,19:51:20.666830
26832,124.123.243.15,192.168.1.133,245,42,2015-08-25,19:51:20.667990
26833,192.168.1.133,124.123.243.15,116,42,2015-08-25,19:51:20.673508
26834,192.168.1.133,124.123.243.15,111,42,2015-08-25,19:51:20.694026
26835,192.168.1.133,124.123.243.15,655,42,2015-08-25,19:51:20.708175
26836,124.123.243.15,192.168.1.133,80,66,2015-08-25,19:51:20.713349
26837,192.168.1.133,124.123.243.15,110,42,2015-08-25,19:51:20.713372
26838,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:51:20.713700
26839,192.168.1.133,124.123.243.15,70,66,2015-08-25,19:51:20.713932
26840,124.123.243.15,192.168.1.133,379,42,2015-08-25,19:51:20.726704
26841,124.123.243.15,192.168.1.133,239,42,2015-08-25,19:51:20.726799
26842,192.168.1.133,124.123.243.15,116,42,2015-08-25,19:51:20.733638
26843,192.168.1.133,124.123.243.15,110,42,2015-08-25,19:51:20.753392
26844,192.168.1.133,124.123.243.15,111,42,2015-08-25,19:51:20.773496
26845,124.123.243.15,192.168.1.133,401,42,2015-08-25,19:51:20.789716
26846,192.168.1.133,124.123.243.15,111,42,2015-08-25,19:51:20.796212
26847,192.168.1.133,124.123.243.15,107,42,2015-08-25,19:51:20.813851
26848,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:51:20.833506
26849,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:51:20.853643
26850,124.123.243.15,192.168.1.133,307,42,2015-08-25,19:51:20.867304
26851,124.123.243.15,192.168.1.133,545,42,2015-08-25,19:51:20.867494
26852,124.123.243.15,192.168.1.133,417,42,2015-08-25,19:51:20.867908
26853,192.168.1.133,124.123.243.15,1362,42,2015-08-25,19:51:20.868781
26854,192.168.1.133,124.123.243.15,186,42,2015-08-25,19:51:20.869149
26855,192.168.1.133,124.123.243.15,82,42,2015-08-25,19:51:20.869716
26856,192.168.1.133,124.123.243.15,82,42,2015-08-25,19:51:20.869846
26857,192.168.1.133,124.123.243.15,1426,42,2015-08-25,19:51:20.873878
26858,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:51:20.893480
26859,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:20.913390
26860,124.123.243.15,192.168.1.133,184,42,2015-08-25,19:51:20.928437
26861,124.123.243.15,192.168.1.133,242,42,2015-08-25,19:51:20.928533
26862,124.123.243.15,192.168.1.133,510,42,2015-08-25,19:51:20.928947
26863,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:51:20.933273
26864,192.168.1.133,124.123.243.15,109,42,2015-08-25,19:51:20.953502
26865,192.168.1.133,124.123.243.15,110,42,2015-08-25,19:51:20.975943
26866,124.123.243.15,192.168.1.133,66,66,2015-08-25,19:51:20.984296
26867,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:51:20.995891
26868,124.123.243.15,192.168.1.133,476,42,2015-08-25,19:51:21.005441
26869,124.123.243.15,192.168.1.133,278,42,2015-08-25,19:51:21.005610
26870,124.123.243.15,192.168.1.133,430,42,2015-08-25,19:51:21.005704
26871,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:51:21.016769
26872,192.168.1.133,124.123.243.15,95,42,2015-08-25,19:51:21.036015
26873,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:21.054109
26874,124.123.243.15,192.168.1.133,176,66,2015-08-25,19:51:21.067195
26875,124.123.243.15,192.168.1.133,230,42,2015-08-25,19:51:21.068477
26876,124.123.243.15,192.168.1.133,450,42,2015-08-25,19:51:21.068561
26877,192.168.1.133,124.123.243.15,960,42,2015-08-25,19:51:21.073434
26878,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:21.073806
26879,192.168.1.133,124.123.243.15,94,42,2015-08-25,19:51:21.093430
26880,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:51:21.104101
26881,192.168.1.133,124.123.243.15,95,42,2015-08-25,19:51:21.113375
26882,124.123.243.15,192.168.1.133,231,42,2015-08-25,19:51:21.128070
26883,124.123.243.15,192.168.1.133,431,42,2015-08-25,19:51:21.128157
26884,124.123.243.15,192.168.1.133,219,42,2015-08-25,19:51:21.128203
26885,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:21.133586
26886,192.168.1.133,124.123.243.15,95,42,2015-08-25,19:51:21.156263
26887,192.168.1.133,124.123.243.15,95,42,2015-08-25,19:51:21.176519
26888,124.123.243.15,192.168.1.133,185,66,2015-08-25,19:51:21.176625
26889,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:51:21.177135
26890,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:21.193391
26891,124.123.243.15,192.168.1.133,387,42,2015-08-25,19:51:21.207001
26892,124.123.243.15,192.168.1.133,204,42,2015-08-25,19:51:21.207170
26893,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:21.213812
26894,192.168.1.133,124.123.243.15,96,42,2015-08-25,19:51:21.233500
26895,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:51:21.255763
26896,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:21.273401
26897,124.123.243.15,192.168.1.133,473,42,2015-08-25,19:51:21.289109
26898,124.123.243.15,192.168.1.133,426,42,2015-08-25,19:51:21.290089
26899,124.123.243.15,192.168.1.133,244,42,2015-08-25,19:51:21.290993
26900,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:51:21.293676
26901,192.168.1.133,124.123.243.15,1167,42,2015-08-25,19:51:21.295779
26902,192.168.1.133,124.123.243.15,1231,42,2015-08-25,19:51:21.313584
26903,192.168.1.133,124.123.243.15,97,42,2015-08-25,19:51:21.333271
26904,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:51:21.353468
26905,124.123.243.15,192.168.1.133,393,42,2015-08-25,19:51:21.368901
26906,124.123.243.15,192.168.1.133,317,42,2015-08-25,19:51:21.369139
26907,124.123.243.15,192.168.1.133,461,42,2015-08-25,19:51:21.369314
26908,124.123.243.15,192.168.1.133,287,42,2015-08-25,19:51:21.369642
26909,192.168.1.133,124.123.243.15,93,42,2015-08-25,19:51:21.376646
26910,192.168.1.133,124.123.243.15,96,42,2015-08-25,19:51:21.397606
26911,192.168.1.133,124.123.243.15,1071,42,2015-08-25,19:51:21.412366
26912,192.168.1.133,124.123.243.15,94,42,2015-08-25,19:51:21.415548
26913,124.123.243.15,192.168.1.133,424,42,2015-08-25,19:51:21.429838
26914,124.123.243.15,192.168.1.133,241,42,2015-08-25,19:51:21.429957
26915,192.168.1.133,124.123.243.15,96,42,2015-08-25,19:51:21.433322
26916,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:21.453497
26917,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:51:21.473571
26918,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:51:21.493885
26919,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:51:21.513881
26920,192.168.1.133,124.123.243.15,628,42,2015-08-25,19:51:21.522730
26921,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:51:21.533947
26922,192.168.1.133,124.123.243.15,93,42,2015-08-25,19:51:21.554138
26923,192.168.1.133,124.123.243.15,96,42,2015-08-25,19:51:21.573999
26924,192.168.1.133,124.123.243.15,97,42,2015-08-25,19:51:21.595958
26925,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:21.616809
26926,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:21.636257
26927,192.168.1.133,124.123.243.15,438,42,2015-08-25,19:51:21.639753
26928,192.168.1.133,124.123.243.15,1122,42,2015-08-25,19:51:21.653764
26929,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:21.673484
26930,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:51:21.693513
26931,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:21.716517
26932,192.168.1.133,124.123.243.15,95,42,2015-08-25,19:51:21.736334
26933,192.168.1.133,124.123.243.15,511,42,2015-08-25,19:51:21.749181
26934,192.168.1.133,124.123.243.15,95,42,2015-08-25,19:51:21.753549
26935,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:51:21.773540
26936,124.123.243.15,192.168.1.133,106,66,2015-08-25,19:51:21.783256
26937,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:51:21.783652
26938,124.123.243.15,192.168.1.133,434,42,2015-08-25,19:51:21.785915
26939,124.123.243.15,192.168.1.133,381,42,2015-08-25,19:51:21.785998
26940,124.123.243.15,192.168.1.133,313,42,2015-08-25,19:51:21.788906
26941,124.123.243.15,192.168.1.133,469,42,2015-08-25,19:51:21.789110
26942,124.123.243.15,192.168.1.133,254,42,2015-08-25,19:51:21.789166
26943,124.123.243.15,192.168.1.133,517,42,2015-08-25,19:51:21.789215
26944,124.123.243.15,192.168.1.133,427,42,2015-08-25,19:51:21.789269
26945,124.123.243.15,192.168.1.133,210,42,2015-08-25,19:51:21.789327
26946,124.123.243.15,192.168.1.133,377,42,2015-08-25,19:51:21.789447
26947,124.123.243.15,192.168.1.133,217,42,2015-08-25,19:51:21.789500
26948,124.123.243.15,192.168.1.133,380,42,2015-08-25,19:51:21.789545
26949,192.168.1.133,124.123.243.15,107,42,2015-08-25,19:51:21.793541
26950,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:51:21.813861
26951,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:21.835888
26952,124.123.243.15,192.168.1.133,245,42,2015-08-25,19:51:21.844080
26953,124.123.243.15,192.168.1.133,457,42,2015-08-25,19:51:21.844247
26954,124.123.243.15,192.168.1.133,246,42,2015-08-25,19:51:21.844478
26955,124.123.243.15,192.168.1.133,452,42,2015-08-25,19:51:21.844587
26956,124.123.243.15,192.168.1.133,387,42,2015-08-25,19:51:21.844671
26957,192.168.1.133,124.123.243.15,82,42,2015-08-25,19:51:21.847030
26958,192.168.1.133,124.123.243.15,108,42,2015-08-25,19:51:21.855862
26959,192.168.1.133,124.123.243.15,574,42,2015-08-25,19:51:21.865006
26960,192.168.1.133,124.123.243.15,1140,42,2015-08-25,19:51:21.873427
26961,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:51:21.893446
26962,124.123.243.15,192.168.1.133,256,42,2015-08-25,19:51:21.904488
26963,124.123.243.15,192.168.1.133,409,42,2015-08-25,19:51:21.904591
26964,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:21.913075
26965,192.168.1.133,124.123.243.15,106,42,2015-08-25,19:51:21.935820
26966,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:51:21.956335
26967,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:51:21.976053
26968,192.168.1.133,124.123.243.15,504,42,2015-08-25,19:51:21.984270
26969,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:51:21.993171
26970,192.168.1.133,124.123.243.15,93,42,2015-08-25,19:51:22.013215
26971,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:51:22.033626
26972,192.168.1.133,124.123.243.15,96,42,2015-08-25,19:51:22.054053
26973,192.168.1.133,124.123.243.15,97,42,2015-08-25,19:51:22.074920
26974,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:51:22.093166
26975,192.168.1.133,124.123.243.15,728,42,2015-08-25,19:51:22.096498
26976,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:51:22.113220
26977,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:51:22.133315
26978,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:51:22.156332
26979,192.168.1.133,124.123.243.15,109,42,2015-08-25,19:51:22.175860
