number,src,dst,size,clean_size,date,time
46771,124.123.243.15,192.168.1.133,388,42,2015-08-25,19:54:21.086383
46772,124.123.243.15,192.168.1.133,134,42,2015-08-25,19:54:21.086480
46773,124.123.243.15,192.168.1.133,258,42,2015-08-25,19:54:21.086538
46774,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:54:21.093742
46775,192.168.1.133,124.123.243.15,322,42,2015-08-25,19:54:21.104993
46776,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:54:21.113675
46777,192.168.1.133,124.123.243.15,111,42,2015-08-25,19:54:21.133462
46778,124.123.243.15,192.168.1.133,185,66,2015-08-25,19:54:21.142855
46779,124.123.243.15,192.168.1.133,375,42,2015-08-25,19:54:21.145769
46780,124.123.243.15,192.168.1.133,146,42,2015-08-25,19:54:21.145869
46781,124.123.243.15,192.168.1.133,415,42,2015-08-25,19:54:21.145998
46782,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:54:21.154291
46783,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:54:21.173931
46784,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:54:21.174605
46785,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:54:21.193534
46786,124.123.243.15,192.168.1.133,337,42,2015-08-25,19:54:21.205952
46787,124.123.243.15,192.168.1.133,175,42,2015-08-25,19:54:21.206179
46788,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:54:21.213151
46789,192.168.1.133,124.123.243.15,377,42,2015-08-25,19:54:21.224600
46790,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:54:21.232924
46791,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:54:21.253553
46792,124.123.243.15,192.168.1.133,328,42,2015-08-25,19:54:21.266701
46793,124.123.243.15,192.168.1.133,344,42,2015-08-25,19:54:21.266805
46794,124.123.243.15,192.168.1.133,162,42,2015-08-25,19:54:21.267054
46795,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:54:21.273358
46796,192.168.1.133,124.123.243.15,112,42,2015-08-25,19:54:21.294569
46797,192.168.1.133,124.123.243.15,112,42,2015-08-25,19:54:21.314884
46798,124.123.243.15,192.168.1.133,325,42,2015-08-25,19:54:21.326129
46799,124.123.243.15,192.168.1.133,308,42,2015-08-25,19:54:21.326295
46800,124.123.243.15,192.168.1.133,163,42,2015-08-25,19:54:21.326405
46801,192.168.1.133,124.123.243.15,115,42,2015-08-25,19:54:21.333954
46802,192.168.1.133,124.123.243.15,381,42,2015-08-25,19:54:21.340986
46803,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:54:21.353312
46804,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:54:21.373335
46805,124.123.243.15,192.168.1.133,329,42,2015-08-25,19:54:21.387319
46806,124.123.243.15,192.168.1.133,320,42,2015-08-25,19:54:21.387549
46807,124.123.243.15,192.168.1.133,192,42,2015-08-25,19:54:21.387763
46808,192.168.1.133,124.123.243.15,108,42,2015-08-25,19:54:21.393618
46809,192.168.1.133,124.123.243.15,106,42,2015-08-25,19:54:21.413591
46810,192.168.1.133,124.123.243.15,107,42,2015-08-25,19:54:21.435926
46811,124.123.243.15,192.168.1.133,346,42,2015-08-25,19:54:21.449478
46812,124.123.243.15,192.168.1.133,340,42,2015-08-25,19:54:21.449686
46813,124.123.243.15,192.168.1.133,192,42,2015-08-25,19:54:21.449769
46814,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:54:21.454182
46815,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:21.474459
46816,192.168.1.133,124.123.243.15,409,42,2015-08-25,19:54:21.487366
46817,192.168.1.133,124.123.243.15,1116,42,2015-08-25,19:54:21.493496
46818,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:54:21.513616
46819,124.123.243.15,192.168.1.133,99,66,2015-08-25,19:54:21.523460
46820,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:54:21.523614
46821,124.123.243.15,192.168.1.133,306,42,2015-08-25,19:54:21.528054
46822,124.123.243.15,192.168.1.133,325,42,2015-08-25,19:54:21.528218
46823,124.123.243.15,192.168.1.133,223,42,2015-08-25,19:54:21.528324
46824,192.168.1.133,124.123.243.15,106,42,2015-08-25,19:54:21.535545
46825,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:54:21.554807
46826,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:21.573497
46827,124.123.243.15,192.168.1.133,369,42,2015-08-25,19:54:21.593445
46828,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:54:21.593942
46829,124.123.243.15,192.168.1.133,179,42,2015-08-25,19:54:21.595678
46830,124.123.243.15,192.168.1.133,334,42,2015-08-25,19:54:21.599447
46831,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:54:21.613677
46832,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:21.633536
46833,124.123.243.15,192.168.1.133,176,66,2015-08-25,19:54:21.646937
46834,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:54:21.647159
46835,124.123.243.15,192.168.1.133,320,42,2015-08-25,19:54:21.649818
46836,124.123.243.15,192.168.1.133,189,42,2015-08-25,19:54:21.651524
46837,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:54:21.654837
46838,124.123.243.15,192.168.1.133,310,42,2015-08-25,19:54:21.655215
46839,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:54:21.673675
46840,192.168.1.133,124.123.243.15,315,42,2015-08-25,19:54:21.676799
46841,192.168.1.133,124.123.243.15,97,42,2015-08-25,19:54:21.693895
46842,124.123.243.15,192.168.1.133,324,42,2015-08-25,19:54:21.710314
46843,124.123.243.15,192.168.1.133,246,42,2015-08-25,19:54:21.710434
46844,124.123.243.15,192.168.1.133,411,42,2015-08-25,19:54:21.710755
46845,192.168.1.133,124.123.243.15,95,42,2015-08-25,19:54:21.713962
46846,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:54:21.735596
46847,192.168.1.133,124.123.243.15,117,42,2015-08-25,19:54:21.744625
46848,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:54:21.756058
46849,124.123.243.15,192.168.1.133,342,42,2015-08-25,19:54:21.769157
46850,124.123.243.15,192.168.1.133,215,42,2015-08-25,19:54:21.769367
46851,192.168.1.133,124.123.243.15,92,42,2015-08-25,19:54:21.776517
46852,192.168.1.133,124.123.243.15,95,42,2015-08-25,19:54:21.795968
46853,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:54:21.815996
46854,192.168.1.133,124.123.243.15,96,42,2015-08-25,19:54:21.835443
46855,124.123.243.15,192.168.1.133,356,42,2015-08-25,19:54:21.847216
46856,124.123.243.15,192.168.1.133,381,42,2015-08-25,19:54:21.849488
46857,124.123.243.15,192.168.1.133,199,42,2015-08-25,19:54:21.852035
46858,124.123.243.15,192.168.1.133,344,42,2015-08-25,19:54:21.855425
46859,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:54:21.857000
46860,124.123.243.15,192.168.1.133,211,42,2015-08-25,19:54:21.857298
46861,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:54:21.873463
46862,192.168.1.133,124.123.243.15,298,42,2015-08-25,19:54:21.892783
46863,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:54:21.893461
46864,124.123.243.15,192.168.1.133,404,42,2015-08-25,19:54:21.911077
46865,124.123.243.15,192.168.1.133,366,42,2015-08-25,19:54:21.911193
46866,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:54:21.913270
46867,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:54:21.933936
46868,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:54:21.955272
46869,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:54:21.975762
46870,124.123.243.15,192.168.1.133,201,42,2015-08-25,19:54:21.991070
46871,124.123.243.15,192.168.1.133,343,42,2015-08-25,19:54:21.992357
46872,124.123.243.15,192.168.1.133,354,42,2015-08-25,19:54:21.992540
46873,124.123.243.15,192.168.1.133,211,42,2015-08-25,19:54:21.992623
46874,192.168.1.133,124.123.243.15,80,42,2015-08-25,19:54:21.993405
46875,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:54:21.993557
46876,192.168.1.133,124.123.243.15,110,42,2015-08-25,19:54:22.013296
46877,192.168.1.133,124.123.243.15,1080,42,2015-08-25,19:54:22.026954
46878,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:54:22.033373
46879,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:54:22.053442
46880,192.168.1.133,124.123.243.15,95,42,2015-08-25,19:54:22.073312
46881,124.123.243.15,192.168.1.133,431,42,2015-08-25,19:54:22.086846
46882,124.123.243.15,192.168.1.133,377,42,2015-08-25,19:54:22.086956
46883,124.123.243.15,192.168.1.133,219,42,2015-08-25,19:54:22.087044
46884,192.168.1.133,124.123.243.15,98,42,2015-08-25,19:54:22.094991
46885,192.168.1.133,124.123.243.15,90,42,2015-08-25,19:54:22.116097
46886,124.123.243.15,192.168.1.133,185,66,2015-08-25,19:54:22.127539
46887,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:54:22.127801
46888,124.123.243.15,192.168.1.133,342,42,2015-08-25,19:54:22.130132
46889,124.123.243.15,192.168.1.133,240,42,2015-08-25,19:54:22.130621
46890,124.123.243.15,192.168.1.133,358,42,2015-08-25,19:54:22.130767
46891,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:54:22.134199
46892,192.168.1.133,124.123.243.15,1362,42,2015-08-25,19:54:22.134802
46893,192.168.1.133,124.123.243.15,113,42,2015-08-25,19:54:22.153267
46894,192.168.1.133,124.123.243.15,283,42,2015-08-25,19:54:22.171539
46895,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:54:22.173133
46896,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:54:22.195322
46897,124.123.243.15,192.168.1.133,364,42,2015-08-25,19:54:22.207231
46898,124.123.243.15,192.168.1.133,183,42,2015-08-25,19:54:22.207404
46899,124.123.243.15,192.168.1.133,343,42,2015-08-25,19:54:22.207518
46900,124.123.243.15,192.168.1.133,358,42,2015-08-25,19:54:22.207634
46901,124.123.243.15,192.168.1.133,188,42,2015-08-25,19:54:22.207809
46902,192.168.1.133,124.123.243.15,107,42,2015-08-25,19:54:22.215339
46903,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:54:22.234711
46904,192.168.1.133,124.123.243.15,730,42,2015-08-25,19:54:22.247686
46905,192.168.1.133,124.123.243.15,116,42,2015-08-25,19:54:22.253684
46906,124.123.243.15,192.168.1.133,342,42,2015-08-25,19:54:22.268734
46907,124.123.243.15,192.168.1.133,341,42,2015-08-25,19:54:22.268849
46908,192.168.1.133,124.123.243.15,115,42,2015-08-25,19:54:22.273468
46909,192.168.1.133,124.123.243.15,115,42,2015-08-25,19:54:22.294331
46910,192.168.1.133,124.123.243.15,107,42,2015-08-25,19:54:22.314238
46911,124.123.243.15,192.168.1.133,143,42,2015-08-25,19:54:22.329079
46912,124.123.243.15,192.168.1.133,321,42,2015-08-25,19:54:22.329285
46913,124.123.243.15,192.168.1.133,162,42,2015-08-25,19:54:22.329475
46914,192.168.1.133,124.123.243.15,111,42,2015-08-25,19:54:22.334324
46915,192.168.1.133,124.123.243.15,111,42,2015-08-25,19:54:22.353453
46916,192.168.1.133,124.123.243.15,551,42,2015-08-25,19:54:22.365593
46917,192.168.1.133,124.123.243.15,1430,42,2015-08-25,19:54:22.373663
46918,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:54:22.393643
46919,124.123.243.15,192.168.1.133,314,42,2015-08-25,19:54:22.407247
46920,124.123.243.15,192.168.1.133,346,42,2015-08-25,19:54:22.407349
46921,124.123.243.15,192.168.1.133,207,42,2015-08-25,19:54:22.407462
46922,192.168.1.133,124.123.243.15,111,42,2015-08-25,19:54:22.414036
46923,192.168.1.133,124.123.243.15,110,42,2015-08-25,19:54:22.434164
46924,192.168.1.133,124.123.243.15,107,42,2015-08-25,19:54:22.454384
46925,124.123.243.15,192.168.1.133,337,42,2015-08-25,19:54:22.467406
46926,124.123.243.15,192.168.1.133,318,42,2015-08-25,19:54:22.467540
46927,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:54:22.473648
46928,192.168.1.133,124.123.243.15,339,42,2015-08-25,19:54:22.484258
46929,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:54:22.493571
46930,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:54:22.513548
46931,124.123.243.15,192.168.1.133,107,66,2015-08-25,19:54:22.525145
46932,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:54:22.525272
46933,124.123.243.15,192.168.1.133,161,42,2015-08-25,19:54:22.526250
46934,124.123.243.15,192.168.1.133,293,42,2015-08-25,19:54:22.528152
46935,124.123.243.15,192.168.1.133,262,42,2015-08-25,19:54:22.528644
46936,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:54:22.533647
46937,192.168.1.133,124.123.243.15,106,42,2015-08-25,19:54:22.553900
46938,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:22.573666
46939,192.168.1.133,124.123.243.15,437,42,2015-08-25,19:54:22.584868
46940,124.123.243.15,192.168.1.133,489,42,2015-08-25,19:54:22.588253
46941,124.123.243.15,192.168.1.133,402,42,2015-08-25,19:54:22.588337
46942,124.123.243.15,192.168.1.133,227,42,2015-08-25,19:54:22.588513
46943,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:54:22.593618
46944,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:22.613956
46945,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:22.633545
46946,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:22.653370
46947,124.123.243.15,192.168.1.133,465,42,2015-08-25,19:54:22.669596
46948,124.123.243.15,192.168.1.133,371,42,2015-08-25,19:54:22.669753
46949,124.123.243.15,192.168.1.133,214,42,2015-08-25,19:54:22.669846
46950,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:54:22.675684
46951,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:54:22.693665
46952,192.168.1.133,124.123.243.15,467,42,2015-08-25,19:54:22.704131
46953,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:54:22.713846
46954,124.123.243.15,192.168.1.133,414,42,2015-08-25,19:54:22.731127
46955,124.123.243.15,192.168.1.133,194,42,2015-08-25,19:54:22.731233
46956,124.123.243.15,192.168.1.133,403,42,2015-08-25,19:54:22.731285
46957,192.168.1.133,124.123.243.15,110,42,2015-08-25,19:54:22.733300
46958,192.168.1.133,124.123.243.15,94,42,2015-08-25,19:54:22.753278
46959,192.168.1.133,124.123.243.15,110,42,2015-08-25,19:54:22.753839
46960,192.168.1.133,124.123.243.15,96,42,2015-08-25,19:54:22.776083
46961,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:54:22.795467
46962,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:22.815223
46963,192.168.1.133,124.123.243.15,364,42,2015-08-25,19:54:22.820646
46964,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:22.833460
46965,192.168.1.133,124.123.243.15,97,42,2015-08-25,19:54:22.853544
46966,192.168.1.133,124.123.243.15,93,42,2015-08-25,19:54:22.873427
46967,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:54:22.895155
46968,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:54:22.914696
46969,192.168.1.133,124.123.243.15,97,42,2015-08-25,19:54:22.933442
46970,192.168.1.133,124.123.243.15,341,42,2015-08-25,19:54:22.937766
46971,192.168.1.133,124.123.243.15,792,42,2015-08-25,19:54:22.953101
46972,192.168.1.133,124.123.243.15,96,42,2015-08-25,19:54:22.973510
46973,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:54:22.993767
46974,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:54:23.014843
46975,192.168.1.133,124.123.243.15,110,42,2015-08-25,19:54:23.035880
46976,192.168.1.133,124.123.243.15,572,42,2015-08-25,19:54:23.049391
46977,192.168.1.133,124.123.243.15,111,42,2015-08-25,19:54:23.053479
46978,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:54:23.073552
46979,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:54:23.093440
46980,124.123.243.15,192.168.1.133,175,66,2015-08-25,19:54:23.105604
46981,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:54:23.105887
46982,124.123.243.15,192.168.1.133,199,42,2015-08-25,19:54:23.106836
46983,124.123.243.15,192.168.1.133,228,42,2015-08-25,19:54:23.107027
46984,124.123.243.15,192.168.1.133,441,42,2015-08-25,19:54:23.107385
46985,124.123.243.15,192.168.1.133,400,42,2015-08-25,19:54:23.107519
46986,124.123.243.15,192.168.1.133,226,42,2015-08-25,19:54:23.107641
46987,124.123.243.15,192.168.1.133,391,42,2015-08-25,19:54:23.107782
46988,124.123.243.15,192.168.1.133,193,42,2015-08-25,19:54:23.107899
46989,124.123.243.15,192.168.1.133,341,42,2015-08-25,19:54:23.108025
46990,192.168.1.133,124.123.243.15,80,42,2015-08-25,19:54:23.108522
46991,124.123.243.15,192.168.1.133,377,42,2015-08-25,19:54:23.109753
46992,124.123.243.15,192.168.1.133,202,42,2015-08-25,19:54:23.109961
46993,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:54:23.116267
46994,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:23.135362
46995,124.123.243.15,192.168.1.133,199,42,2015-08-25,19:54:23.143907
46996,124.123.243.15,192.168.1.133,208,42,2015-08-25,19:54:23.144013
46997,124.123.243.15,192.168.1.133,393,42,2015-08-25,19:54:23.144237
46998,124.123.243.15,192.168.1.133,205,42,2015-08-25,19:54:23.144292
46999,124.123.243.15,192.168.1.133,375,42,2015-08-25,19:54:23.144388
47000,124.123.243.15,192.168.1.133,343,42,2015-08-25,19:54:23.144510
47001,124.123.243.15,192.168.1.133,200,42,2015-08-25,19:54:23.145957
47002,192.168.1.133,124.123.243.15,107,42,2015-08-25,19:54:23.154351
47003,192.168.1.133,124.123.243.15,444,42,2015-08-25,19:54:23.154744
47004,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:23.173183
47005,124.123.243.15,192.168.1.133,178,66,2015-08-25,19:54:23.176201
47006,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:54:23.176325
47007,192.168.1.133,124.123.243.15,74,42,2015-08-25,19:54:23.176699
47008,192.168.1.133,124.123.243.15,106,42,2015-08-25,19:54:23.193554
47009,124.123.243.15,192.168.1.133,405,42,2015-08-25,19:54:23.205430
47010,124.123.243.15,192.168.1.133,400,42,2015-08-25,19:54:23.205560
47011,124.123.243.15,192.168.1.133,192,42,2015-08-25,19:54:23.205611
47012,192.168.1.133,124.123.243.15,110,42,2015-08-25,19:54:23.213588
47013,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:54:23.235458
47014,192.168.1.133,124.123.243.15,93,42,2015-08-25,19:54:23.255607
47015,124.123.243.15,192.168.1.133,196,42,2015-08-25,19:54:23.268170
47016,124.123.243.15,192.168.1.133,346,42,2015-08-25,19:54:23.269491
47017,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:54:23.273297
47018,192.168.1.133,124.123.243.15,400,42,2015-08-25,19:54:23.277457
47019,192.168.1.133,124.123.243.15,107,42,2015-08-25,19:54:23.293527
47020,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:54:23.313340
47021,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:54:23.333509
47022,124.123.243.15,192.168.1.133,181,42,2015-08-25,19:54:23.346736
47023,124.123.243.15,192.168.1.133,208,42,2015-08-25,19:54:23.348029
47024,124.123.243.15,192.168.1.133,399,42,2015-08-25,19:54:23.348268
47025,124.123.243.15,192.168.1.133,389,42,2015-08-25,19:54:23.348448
47026,124.123.243.15,192.168.1.133,290,42,2015-08-25,19:54:23.348635
47027,192.168.1.133,124.123.243.15,110,42,2015-08-25,19:54:23.356329
47028,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:23.375167
47029,192.168.1.133,124.123.243.15,407,42,2015-08-25,19:54:23.389942
47030,192.168.1.133,124.123.243.15,106,42,2015-08-25,19:54:23.393446
47031,124.123.243.15,192.168.1.133,459,42,2015-08-25,19:54:23.407786
47032,124.123.243.15,192.168.1.133,430,42,2015-08-25,19:54:23.407894
47033,124.123.243.15,192.168.1.133,237,42,2015-08-25,19:54:23.407941
47034,192.168.1.133,124.123.243.15,111,42,2015-08-25,19:54:23.413644
47035,192.168.1.133,124.123.243.15,97,42,2015-08-25,19:54:23.433490
47036,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:54:23.453506
47037,124.123.243.15,192.168.1.133,214,42,2015-08-25,19:54:23.473079
47038,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:54:23.473199
47039,124.123.243.15,192.168.1.133,365,42,2015-08-25,19:54:23.474486
47040,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:54:23.494883
47041,192.168.1.133,124.123.243.15,425,42,2015-08-25,19:54:23.499527
47042,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:54:23.513624
47043,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:54:23.533477
47044,124.123.243.15,192.168.1.133,99,66,2015-08-25,19:54:23.552682
47045,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:54:23.552799
47046,192.168.1.133,124.123.243.15,94,42,2015-08-25,19:54:23.553474
47047,124.123.243.15,192.168.1.133,176,42,2015-08-25,19:54:23.555029
47048,124.123.243.15,192.168.1.133,436,42,2015-08-25,19:54:23.555109
47049,124.123.243.15,192.168.1.133,202,42,2015-08-25,19:54:23.555158
47050,124.123.243.15,192.168.1.133,479,42,2015-08-25,19:54:23.555241
47051,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:54:23.573378
47052,192.168.1.133,124.123.243.15,93,42,2015-08-25,19:54:23.594048
47053,192.168.1.133,124.123.243.15,434,42,2015-08-25,19:54:23.613620
47054,192.168.1.133,124.123.243.15,96,42,2015-08-25,19:54:23.614122
47055,124.123.243.15,192.168.1.133,365,42,2015-08-25,19:54:23.630255
47056,124.123.243.15,192.168.1.133,184,42,2015-08-25,19:54:23.630353
47057,124.123.243.15,192.168.1.133,403,42,2015-08-25,19:54:23.630440
47058,192.168.1.133,124.123.243.15,99,42,2015-08-25,19:54:23.633170
47059,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:54:23.653571
47060,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:54:23.673554
47061,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:54:23.695955
47062,124.123.243.15,192.168.1.133,183,42,2015-08-25,19:54:23.709410
47063,124.123.243.15,192.168.1.133,228,42,2015-08-25,19:54:23.709572
47064,124.123.243.15,192.168.1.133,422,42,2015-08-25,19:54:23.709827
47065,124.123.243.15,192.168.1.133,379,42,2015-08-25,19:54:23.709873
47066,124.123.243.15,192.168.1.133,183,42,2015-08-25,19:54:23.709917
47067,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:23.715943
47068,192.168.1.133,124.123.243.15,108,42,2015-08-25,19:54:23.733626
47069,192.168.1.133,124.123.243.15,843,42,2015-08-25,19:54:23.735303
47070,124.123.243.15,192.168.1.133,80,66,2015-08-25,19:54:23.749502
47071,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:54:23.749790
47072,192.168.1.133,124.123.243.15,70,66,2015-08-25,19:54:23.750101
47073,192.168.1.133,124.123.243.15,912,42,2015-08-25,19:54:23.754181
47074,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:23.773500
47075,124.123.243.15,192.168.1.133,401,42,2015-08-25,19:54:23.786380
47076,124.123.243.15,192.168.1.133,343,42,2015-08-25,19:54:23.786486
47077,124.123.243.15,192.168.1.133,181,42,2015-08-25,19:54:23.786577
47078,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:54:23.793602
47079,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:54:23.813568
47080,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:54:23.834598
47081,124.123.243.15,192.168.1.133,398,42,2015-08-25,19:54:23.849271
47082,124.123.243.15,192.168.1.133,187,42,2015-08-25,19:54:23.849395
47083,124.123.243.15,192.168.1.133,195,42,2015-08-25,19:54:23.849483
47084,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:23.853252
47085,192.168.1.133,124.123.243.15,1362,42,2015-08-25,19:54:23.854534
47086,192.168.1.133,124.123.243.15,142,42,2015-08-25,19:54:23.854704
47087,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:23.873500
47088,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:23.893596
47089,192.168.1.133,124.123.243.15,101,42,2015-08-25,19:54:23.913678
47090,124.123.243.15,192.168.1.133,176,66,2015-08-25,19:54:23.922518
47091,124.123.243.15,192.168.1.133,351,42,2015-08-25,19:54:23.925284
47092,124.123.243.15,192.168.1.133,188,42,2015-08-25,19:54:23.925435
47093,124.123.243.15,192.168.1.133,321,42,2015-08-25,19:54:23.925654
47094,192.168.1.133,124.123.243.15,108,42,2015-08-25,19:54:23.934996
47095,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:54:23.954020
47096,192.168.1.133,124.123.243.15,106,42,2015-08-25,19:54:23.954163
47097,192.168.1.133,124.123.243.15,481,42,2015-08-25,19:54:23.961826
47098,192.168.1.133,124.123.243.15,115,42,2015-08-25,19:54:23.974235
47099,124.123.243.15,192.168.1.133,357,42,2015-08-25,19:54:23.986486
47100,124.123.243.15,192.168.1.133,211,42,2015-08-25,19:54:23.986688
47101,124.123.243.15,192.168.1.133,349,42,2015-08-25,19:54:23.986821
47102,192.168.1.133,124.123.243.15,74,42,2015-08-25,19:54:23.987862
47103,192.168.1.133,124.123.243.15,116,42,2015-08-25,19:54:23.994382
47104,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:54:24.015753
47105,192.168.1.133,124.123.243.15,106,42,2015-08-25,19:54:24.036293
47106,124.123.243.15,192.168.1.133,345,42,2015-08-25,19:54:24.046348
47107,124.123.243.15,192.168.1.133,191,42,2015-08-25,19:54:24.046485
47108,192.168.1.133,124.123.243.15,109,42,2015-08-25,19:54:24.053576
47109,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:24.073330
47110,192.168.1.133,124.123.243.15,556,42,2015-08-25,19:54:24.079221
47111,192.168.1.133,124.123.243.15,102,42,2015-08-25,19:54:24.093378
47112,124.123.243.15,192.168.1.133,178,66,2015-08-25,19:54:24.103048
47113,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:54:24.103223
47114,124.123.243.15,192.168.1.133,356,42,2015-08-25,19:54:24.105874
47115,124.123.243.15,192.168.1.133,154,42,2015-08-25,19:54:24.105961
47116,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:54:24.113411
47117,192.168.1.133,124.123.243.15,103,42,2015-08-25,19:54:24.133952
47118,192.168.1.133,124.123.243.15,104,42,2015-08-25,19:54:24.154081
47119,124.123.243.15,192.168.1.133,371,42,2015-08-25,19:54:24.169077
47120,124.123.243.15,192.168.1.133,170,42,2015-08-25,19:54:24.170192
47121,124.123.243.15,192.168.1.133,398,42,2015-08-25,19:54:24.170388
47122,192.168.1.133,124.123.243.15,111,42,2015-08-25,19:54:24.175559
47123,124.123.243.15,192.168.1.133,99,66,2015-08-25,19:54:24.176323
47124,192.168.1.133,124.123.243.15,66,66,2015-08-25,19:54:24.176581
47125,192.168.1.133,124.123.243.15,100,42,2015-08-25,19:54:24.194581
47126,192.168.1.133,124.123.243.15,658,42,2015-08-25,19:54:24.200121
47127,192.168.1.133,124.123.243.15,1427,42,2015-08-25,19:54:24.213634
47128,192.168.1.133,124.123.243.15,105,42,2015-08-25,19:54:24.233444
