cnt,times
5,9794.0
3,9747.0
1,2458.0
4,13137.0
5,15719.0
4,3533.0
3,14540.0
5,1676.0
3,9076.0
3,13022.0
3,12605.0
5,3173.0
1,1752.0
3,15557.0
3,14651.0
4,11224.0
1,2699.0
4,17175.0
3,18126.0
4,13390.0
1,290.0
5,13673.0
3,13043.0
4,755.0
1,1503.0
5,14530.0
4,11591.0
3,12670.0
4,14879.0
4,10719.0
3,7285.0
1,2837.0
4,16159.0
4,15471.0
4,6022.0
1,2408.0
4,8999.0
4,12951.0
5,5366.0
4,10082.0
3,9309.0
4,11064.0
1,7856.0
4,16592.0
5,14760.0
3,13135.0
4,10400.0
4,14428.0
3,12313.0
5,11758.0
4,14365.0
6,7302.0
3,10738.0
20,1196.0
1,1031.0
2,20233.0
1,1282.0
4,15593.0
1,717.0
3,9103.0
3,13054.0
3,14634.0
5,17366.0
1,2152.0
4,7664.0
1,3611.0
3,15250.0
1,446.0
5,15258.0
3,10517.0
4,14766.0
20,893.0
1,2157.0
3,2189.0
4,11797.0
3,10530.0
4,13353.0
3,10235.0
1,2419.0
4,13693.0
4,10484.0
3,12285.0
5,10579.0
1,2817.0
4,2994.0
4,12092.0
3,13987.0
5,14464.0
4,12442.0
2,19202.0
3,10950.0
5,385.0
2,8593.0
6,13245.0
3,12402.0
6,17290.0
5,717.0
1,1956.0
3,16357.0
6,11536.0
4,2452.0
4,19811.0
2,2462.0
3,13117.0
3,12271.0
4,17258.0
4,10068.0
4,12937.0
4,3614.0
4,15914.0
5,8993.0
1,3032.0
4,677.0
20,6122.0
1,1192.0
1,69.0
5,5788.0
4,17283.0
4,13869.0
1,2829.0
22,569.0
1,136.0
2,5380.0
3,13203.0
5,9093.0
1,2429.0
4,11730.0
4,3573.0
4,9640.0
1,2106.0
3,15288.0
4,14422.0
4,14065.0
3,15971.0
4,11582.0
3,1861.0
4,11995.0
3,10997.0
3,19355.0
1,1759.0
5,11973.0
3,17055.0
4,8779.0
1,2620.0
4,13083.0
4,10451.0
3,12554.0
4,1497.0
5,11772.0
3,10175.0
26,8063.0
19,1072.0
1,509.0
2,177.0
1,127.0
20,10750.0
1,69.0
22,10644.0
8,16116.0
16,14958.0
1,16.0
3,13593.0
1,5701.0
1,304.0
6,10493.0
1,383.0
1,157.0
4,10221.0
3,11587.0
5,8422.0
3,12204.0
3,15711.0
2,15185.0
4,16676.0
5,13408.0
4,10663.0
4,1845.0
1,10657.0
2,15714.0
3,12596.0
5,12552.0
1,21025.0
5,8880.0
1,16018.0
3,14666.0
5,10464.0
4,11122.0
4,14006.0
5,7393.0
3,9914.0
1,2070.0
5,12010.0
4,3764.0
3,15002.0
4,6629.0
3,11166.0
6,7751.0
3,12030.0
1,2589.0
4,18297.0
5,11048.0
1,429.0
4,10832.0
3,7148.0
1,1628.0
5,17824.0
4,14096.0
4,11933.0
4,10619.0
3,13114.0
3,15660.0
4,13065.0
4,13487.0
4,10312.0
3,8454.0
1,2668.0
4,16714.0
1,7206.0
3,11803.0
4,8594.0
4,4983.0
4,1034.0
5,12434.0
3,12259.0
5,12355.0
4,2738.0
1,1672.0
4,2351.0
16,16902.0
1,1109.0
5,5934.0
3,11999.0
1,1345.0
4,10497.0
4,14818.0
3,12038.0
4,9630.0
5,14394.0
5,5175.0
3,7286.0
4,7565.0
1,1788.0
3,16525.0
1,10450.0
3,12477.0
4,15106.0
3,11433.0
4,10313.0
4,14605.0
3,12245.0
1,2169.0
4,9708.0
4,12243.0
72,20926.0
1,134.0
1,4.0
19,14966.0
1,433.0
1,229.0
1,152.0
19,14110.0
1,252.0
1,18.0
4,12448.0
2,13883.0
3,1041.0
4,14478.0
1,555.0
5,11677.0
3,12512.0
4,13787.0
3,11254.0
4,11936.0
3,9198.0
1,4616.0
4,10028.0
3,8984.0
4,14533.0
3,13792.0
4,10042.0
5,2779.0
3,13561.0
4,11958.0
4,4339.0
3,14768.0
1,2409.0
4,3212.0
3,8415.0
1,2195.0
1,19.0
4,15825.0
2,1814.0
3,15664.0
3,12227.0
5,15564.0
3,16756.0
5,11024.0
1,1771.0
27,9358.0
29,8944.0
1,31.0
22,7542.0
1,48.0
16,13938.0
1,29.0
37,8251.0
1,32.0
6,470.0
16,16342.0
1,44.0
15,15884.0
1,31.0
4,12496.0
5,5211.0
1,2940.0
3,13771.0
4,12898.0
4,13962.0
4,1099.0
3,11765.0
4,12931.0
3,6483.0
1,2160.0
3,9189.0
4,15800.0
3,14040.0
5,9876.0
1,1702.0
4,10991.0
4,11662.0
4,14518.0
3,12819.0
5,1958.0
4,18325.0
4,6284.0
3,6239.0
1,2121.0
4,14717.0
1,842.0
6,1759.0
3,10072.0
4,12581.0
3,10586.0
6,9123.0
3,9348.0
2,1631.0
6,5784.0
19,6675.0
3,3543.0
3,9135.0
1,15726.0
3,5719.0
1,2431.0
3,12639.0
3,15596.0
5,12574.0
1,2245.0
48,1005.0
1,43.0
1,127.0
25,9435.0
17,11655.0
20,9502.0
1,883.0
5,15142.0
1,4685.0
4,12743.0
5,11600.0
3,14684.0
3,12294.0
2,1720.0
3,12684.0
3,10061.0
4,12026.0
4,14067.0
5,6747.0
1,1763.0
4,10875.0
1,1466.0
6,13079.0
3,13435.0
4,9748.0
3,9781.0
4,12306.0
5,4024.0
3,11766.0
1,1857.0
4,7749.0
4,13208.0
4,10190.0
3,10724.0
1,2443.0
4,13358.0
4,7583.0
3,13669.0
4,15442.0
3,10770.0
1,2043.0
5,9178.0
1,1747.0
4,14841.0
4,13297.0
3,14524.0
4,10543.0
3,10715.0
3,12151.0
4,14577.0
3,19918.0
1,1236.0
2,9376.0
1,2452.0
3,14405.0
5,21686.0
5,12060.0
4,349.0
4,13140.0
5,8937.0
3,9113.0
1,1523.0
4,12476.0
4,10483.0
3,2711.0
3,11419.0
3,14380.0
3,9752.0
5,11090.0
3,21642.0
1,8753.0
2,10131.0
1,14661.0
24,4581.0
2,365.0
8,17445.0
1,54.0
4,13509.0
4,7392.0
3,12608.0
2,10257.0
2,9900.0
3,6843.0
1,1146.0
4,12745.0
3,15044.0
4,12087.0
4,13613.0
3,10103.0
1,2639.0
4,11574.0
4,5088.0
4,19080.0
2,5958.0
4,176.0
2,4997.0
4,4037.0
6,4380.0
1,9084.0
3,9264.0
3,82.0
3,1757.0
4,14275.0
3,11358.0
1,2198.0
5,14978.0
6,6429.0
3,4317.0
1,1035.0
6,8470.0
4,16119.0
2,3964.0
3,783.0
3,15799.0
3,15368.0
4,9994.0
3,18206.0
2,6048.0
3,8150.0
3,19576.0
1,270.0
3,3963.0
3,3564.0
4,11032.0
6,12622.0
3,13995.0
5,13181.0
1,924.0
5,11677.0
1,1793.0
4,2892.0
4,10036.0
1,811.0
4,10783.0
3,10602.0
3,12157.0
3,12657.0
5,18880.0
1,65.0
3,17509.0
1,6632.0
3,11749.0
3,18077.0
5,34.0
4,6162.0
1,2194.0
3,15359.0
1,5560.0
3,15286.0
4,3987.0
4,6904.0
1,2725.0
5,10678.0
1,1961.0
3,12433.0
4,16714.0
1,1430.0
3,15917.0
1,61.0
1,30.0
3,10044.0
5,13320.0
4,12612.0
4,12773.0
4,12031.0
3,12032.0
4,14784.0
3,9145.0
5,11538.0
3,14544.0
4,16200.0
1,4116.0
4,4055.0
20,4452.0
1,4697.0
2,19252.0
2,249.0
3,18627.0
4,12340.0
1,132.0
2,3075.0
3,13274.0
3,10256.0
6,13503.0
4,7994.0
4,12651.0
3,15278.0
1,44.0
5,16679.0
1,2660.0
2,15774.0
5,9218.0
3,14412.0
4,12254.0
4,18836.0
1,1813.0
4,12214.0
4,8889.0
1,3182.0
4,13222.0
4,1416.0
3,13985.0
4,9273.0
1,2973.0
5,12250.0
3,11528.0
1,2465.0
4,15246.0
5,16999.0
3,15197.0
6,10163.0
1,452.0
3,13278.0
3,14459.0
1,47.0
5,12670.0
3,10667.0
5,10222.0
1,2589.0
3,12344.0
5,13730.0
4,5440.0
3,12864.0
4,12923.0
3,15952.0
1,2624.0
20,465.0
2,764.0
3,14710.0
4,9884.0
3,10287.0
5,12801.0
1,2551.0
4,13666.0
2,14667.0
6,14467.0
4,9743.0
3,15338.0
4,15323.0
4,9877.0
1,6631.0
3,13861.0
5,14242.0
3,10068.0
1,1690.0
3,8861.0
5,11037.0
3,14389.0
5,10689.0
3,17990.0
1,337.0
4,13782.0
4,12668.0
5,9206.0
2,1885.0
3,12357.0
3,12544.0
4,12066.0
3,10530.0
1,2513.0
5,1022.0
3,14561.0
3,11718.0
4,8685.0
5,13285.0
3,16438.0
4,13109.0
3,19180.0
4,12410.0
3,12866.0
3,12084.0
4,11426.0
3,13765.0
3,13774.0
4,17175.0
1,2049.0
4,12216.0
5,15745.0
4,12899.0
5,2151.0
2,8590.0
1,2709.0
4,12783.0
3,13986.0
4,11326.0
5,3189.0
3,3349.0
2,9977.0
4,13870.0
4,16937.0
6,13468.0
4,15102.0
5,4702.0
3,10627.0
1,2716.0
4,15102.0
4,12225.0
5,8877.0
1,3171.0
3,13412.0
5,8419.0
1,2431.0
4,10629.0
3,13336.0
4,14892.0
4,5577.0
4,9678.0
1,2947.0
1,1350.0
3,14975.0
4,17750.0
1,34.0
17,4762.0
1,2348.0
1,211.0
3,18404.0
4,17123.0
6,12096.0
3,11926.0
4,9911.0
4,8555.0
1,2657.0
3,13909.0
1,303.0
4,11715.0
4,764.0
4,8670.0
1,2030.0
4,10957.0
4,13014.0
3,17281.0
1,605.0
4,12187.0
4,14158.0
4,17208.0
4,12753.0
3,12518.0
5,3240.0
2,16444.0
4,14765.0
4,1117.0
1,2576.0
4,4764.0
17,7879.0
1,806.0
2,379.0
4,2082.0
3,806.0
2,9498.0
4,2620.0
1,2985.0
5,3607.0
3,13901.0
5,12914.0
3,11886.0
3,11909.0
4,12403.0
4,2381.0
2,10134.0
1,2810.0
3,11193.0
4,8968.0
1,2513.0
4,25.0
5,10881.0
4,9159.0
1,2715.0
3,15789.0
4,13783.0
4,1944.0
3,13119.0
3,9290.0
4,12178.0
3,15553.0
5,3301.0
3,14483.0
20,5863.0
1,2323.0
4,8017.0
5,9911.0
1,2833.0
4,3855.0
3,13870.0
4,3262.0
5,12610.0
4,11240.0
3,8129.0
1,2290.0
6,2867.0
4,2097.0
2,18974.0
4,11376.0
6,16850.0
4,16218.0
5,7945.0
1,476.0
5,7954.0
4,11314.0
2,1816.0
22,13253.0
4,10706.0
3,9618.0
4,21345.0
4,18027.0
2,1543.0
3,11739.0
1,523.0
3,11225.0
3,9932.0
3,15720.0
4,15105.0
6,5222.0
1,2426.0
1,367.0
3,9040.0
1,3044.0
4,17302.0
5,11552.0
4,11249.0
3,11500.0
20,3393.0
3,2025.0
3,1008.0
3,17441.0
2,4450.0
4,17931.0
3,9383.0
1,2016.0
4,1311.0
3,13208.0
3,20129.0
2,2096.0
5,11381.0
1,1438.0
3,12832.0
4,13668.0
4,2921.0
2,11948.0
4,12976.0
1,14081.0
4,12490.0
3,13188.0
3,11311.0
6,14461.0
5,12890.0
7,574.0
1,2953.0
1,144.0
3,8102.0
3,12195.0
4,17038.0
1,891.0
3,8092.0
3,7674.0
3,2979.0
1,12095.0
1,245.0
3,13119.0
4,17447.0
4,14420.0
4,13795.0
1,2563.0
4,11199.0
3,8431.0
3,13334.0
1,13575.0
3,11178.0
3,13216.0
19,15854.0
1,1803.0
1,969.0
3,261.0
4,13945.0
20,181.0
1,2438.0
3,1468.0
5,13574.0
5,623.0
3,12131.0
3,11189.0
1,2335.0
4,12754.0
5,513.0
3,11982.0
4,10591.0
1,130.0
20,5705.0
3,1509.0
2,17733.0
1,41.0
1,4227.0
4,3105.0
4,10244.0
3,11820.0
6,14512.0
3,10754.0
1,2595.0
3,12579.0
1,391.0
4,11031.0
3,12386.0
4,2654.0
3,11510.0
1,3366.0
5,16482.0
4,7653.0
4,15487.0
4,15891.0
3,11858.0
5,11785.0
4,2031.0
3,16748.0
5,7792.0
3,7263.0
1,2781.0
4,13895.0
5,8621.0
5,1725.0
2,15895.0
1,2173.0
5,6382.0
4,18869.0
2,2249.0
4,8437.0
3,13814.0
3,12107.0
5,13438.0
3,17307.0
3,17241.0
5,14868.0
6,7389.0
3,5729.0
1,2388.0
4,17516.0
3,12983.0
3,11486.0
4,7838.0
3,10982.0
4,14072.0
3,9110.0
1,2427.0
5,16582.0
4,16138.0
2,4446.0
4,4282.0
5,12675.0
3,11131.0
3,14283.0
1,297.0
4,16102.0
2,6068.0
2,12264.0
4,9393.0
4,12418.0
4,13148.0
3,11245.0
4,13984.0
3,13552.0
5,9844.0
1,4440.0
3,19948.0
1,1736.0
2,13401.0
1,2659.0
1,378.0
3,16419.0
4,13099.0
4,11773.0
1,298.0
3,17616.0
4,15308.0
7,13534.0
2,11442.0
1,2331.0
6,11909.0
4,15050.0
3,14841.0
5,13604.0
3,13022.0
4,11597.0
1,978.0
4,3385.0
4,16226.0
4,17281.0
23,12164.0
1,949.0
1,1231.0
2,8545.0
3,3018.0
3,11876.0
3,12563.0
5,13227.0
4,14340.0
3,19573.0
1,1287.0
4,19205.0
2,1555.0
4,16133.0
4,13455.0
3,14199.0
4,12880.0
3,14673.0
6,8840.0
5,12251.0
4,10055.0
4,9670.0
1,2651.0
3,14996.0
1,764.0
5,11879.0
3,14946.0
1,373.0
4,12719.0
4,11985.0
3,11289.0
4,13857.0
3,12762.0
5,12700.0
3,13954.0
5,14397.0
5,14263.0
3,9994.0
5,8993.0
1,2695.0
4,2655.0
1,519.0
20,606.0
1,2469.0
1,37.0
3,2381.0
4,12899.0
3,13150.0
21,2767.0
1,2258.0
4,4369.0
4,8153.0
1,3013.0
4,11760.0
3,11921.0
32,8628.0
25,8233.0
25,10882.0
1,91.0
11,11116.0
1,149.0
7,13828.0
4,11936.0
4,12262.0
3,12909.0
4,12457.0
5,1619.0
1,4966.0
1,385.0
4,12394.0
4,8494.0
1,3252.0
4,12496.0
4,14099.0
3,12557.0
1,2218.0
4,13983.0
5,5939.0
22,10926.0
18,10975.0
1,43.0
23,20613.0
1,99.0
1,26.0
20,5968.0
1,32.0
18,7853.0
1,54.0
19,18994.0
1,529.0
19,10540.0
1,40.0
18,15006.0
6,7546.0
1,2842.0
3,13321.0
3,11326.0
4,12007.0
3,13248.0
4,12970.0
29,19416.0
1,2545.0
1,89.0
21,8482.0
24,10635.0
1,41.0
12,8185.0
32,10933.0
1,30.0
1,23.0
21,816.0
18,10657.0
1,57.0
18,7947.0
24,9023.0
13,3343.0
19,950.0
1,29.0
15,13126.0
35,10777.0
1,2994.0
19,488.0
23,10261.0
22,466.0
19,338.0
1,64.0
1,290.0
1,15.0
8,6075.0
1,507.0
1,103.0
3,4751.0
4,17804.0
6,2651.0
4,9424.0
5,7604.0
4,2227.0
4,4463.0
1,3110.0
4,11831.0
6,6738.0
20,1152.0
4,1313.0
22,7464.0
1,31.0
22,5282.0
1,34.0
1,27.0
1,4.0
17,10495.0
21,8770.0
1,101.0
1,140.0
1,357.0
2,2736.0
9,7820.0
1,390.0
1,443.0
3,11350.0
4,11785.0
3,7742.0
1,2583.0
4,12794.0
3,10600.0
5,11788.0
4,3335.0
3,12238.0
4,10600.0
3,12829.0
5,15345.0
3,8019.0
1,2291.0
6,10585.0
1,2179.0
5,3386.0
3,12492.0
5,11193.0
3,11232.0
4,10709.0
3,10741.0
1,1964.0
4,16767.0
3,9688.0
4,12892.0
4,4440.0
4,10545.0
4,13486.0
3,16203.0
5,10000.0
3,6905.0
2,505.0
3,14127.0
1,2695.0
5,14293.0
4,11139.0
6,12238.0
3,12424.0
5,10127.0
4,12587.0
3,8397.0
4,11063.0
3,14446.0
4,10028.0
1,2595.0
3,15303.0
1,239.0
3,19126.0
4,9249.0
3,13658.0
4,15833.0
3,17290.0
1,303.0
4,11767.0
5,7128.0
4,939.0
1,2538.0
4,14322.0
4,14326.0
1,6739.0
4,18940.0
4,2212.0
4,14492.0
4,2294.0
4,14102.0
5,12486.0
3,15979.0
4,11055.0
4,11058.0
3,11520.0
3,11951.0
4,10894.0
1,2281.0
5,8362.0
4,3410.0
1,2508.0
4,10725.0
5,12978.0
3,13564.0
5,9253.0
1,2205.0
3,13287.0
4,11238.0
3,12864.0
4,12269.0
4,6144.0
3,12694.0
6,16220.0
3,11637.0
4,10686.0
4,7609.0
5,11031.0
3,10904.0
1,2363.0
6,13620.0
5,1578.0
4,7363.0
4,13790.0
5,3372.0
4,8176.0
1,2734.0
4,12849.0
3,11576.0
5,9518.0
4,6938.0
3,14041.0
5,2801.0
4,10092.0
4,8868.0
1,2105.0
4,6339.0
21,1336.0
4,4044.0
3,13663.0
5,9322.0
1,2451.0
4,12493.0
3,12439.0
5,11558.0
3,19012.0
1,13.0
4,14830.0
5,5419.0
1,2433.0
5,10150.0
5,12016.0
1,1984.0
3,13779.0
1,5874.0
5,15762.0
4,2582.0
4,15889.0
5,4515.0
3,11586.0
4,17729.0
18,7124.0
4,6761.0
3,1951.0
6,12841.0
4,14299.0
5,8800.0
1,2295.0
5,2413.0
4,14017.0
5,12997.0
4,7515.0
3,11947.0
4,10578.0
5,8710.0
4,12756.0
4,2880.0
4,13825.0
5,9723.0
3,5694.0
3,1391.0
4,14693.0
4,2633.0
4,13153.0
1,4786.0
5,12292.0
3,11558.0
1,2369.0
5,12939.0
5,15250.0
3,12137.0
4,13336.0
6,5063.0
3,12922.0
4,16250.0
4,11406.0
4,12734.0
1,1360.0
6,6539.0
3,3317.0
4,12409.0
3,9086.0
1,1468.0
5,13445.0
3,14855.0
5,10991.0
1,2593.0
5,13136.0
1,17811.0
4,12621.0
5,14774.0
4,16895.0
4,8913.0
5,16019.0
5,1910.0
1,2834.0
4,12235.0
52,19015.0
1,63.0
2,14847.0
1,2641.0
20,15793.0
1,2326.0
1,16.0
4,15021.0
4,13378.0
1,1029.0
6,9281.0
1,2277.0
4,5224.0
4,12266.0
4,14887.0
1,2622.0
1,12942.0
3,10512.0
20,3858.0
1,399.0
4,4468.0
4,257.0
5,177.0
4,20695.0
1,38.0
3,6818.0
1,2683.0
4,13651.0
4,803.0
1,5439.0
5,5505.0
4,11335.0
3,8887.0
6,15914.0
3,15197.0
5,15652.0
1,1730.0
7,12417.0
4,855.0
4,11705.0
4,12125.0
3,10616.0
1,2299.0
5,11948.0
3,12961.0
4,13798.0
1,3060.0
5,2231.0
4,12571.0
20,4718.0
1,1730.0
1,182.0
9,8020.0
4,18990.0
23,10499.0
1,1577.0
2,505.0
3,5965.0
3,12427.0
4,12968.0
3,13001.0
4,8711.0
1,2534.0
3,10988.0
4,6428.0
1,693.0
4,9432.0
4,19149.0
5,4626.0
3,17914.0
1,2278.0
1,215.0
4,673.0
5,1284.0
22,686.0
19,18478.0
1,42.0
22,545.0
1,37.0
20,8510.0
1,42.0
10,8978.0
1,107.0
4,3914.0
1,6116.0
4,1813.0
7,3505.0
3,12984.0
4,18439.0
2,1195.0
4,11789.0
3,14662.0
5,670.0
3,10921.0
4,6434.0
2,72.0
3,13714.0
4,17017.0
4,12842.0
5,10621.0
1,3498.0
4,12376.0
4,11580.0
6,16301.0
4,77.0
4,12665.0
4,14312.0
3,16219.0
4,8478.0
1,2411.0
4,12782.0
1,11984.0
4,12939.0
4,12404.0
4,11962.0
4,7174.0
4,385.0
4,18862.0
1,635.0
4,9819.0
6,16262.0
3,9220.0
6,12324.0
3,12095.0
4,10163.0
4,13878.0
3,11690.0
4,18627.0
4,13938.0
5,9407.0
1,1674.0
4,13698.0
4,12232.0
1,168.0
3,13255.0
3,11644.0
4,6376.0
1,2385.0
3,9077.0
4,14577.0
3,12648.0
21,19259.0
1,28.0
3,19509.0
5,3265.0
3,8410.0
1,4393.0
4,13667.0
4,12116.0
4,10437.0
3,8991.0
1,4303.0
4,11148.0
3,9917.0
4,14012.0
5,2738.0
4,10269.0
1,2755.0
4,16418.0
4,13594.0
5,15413.0
4,14431.0
1,6097.0
5,8283.0
4,13503.0
3,13063.0
25,785.0
1,437.0
21,11271.0
22,10764.0
17,5318.0
1,822.0
5,12581.0
6,12734.0
3,17485.0
5,15044.0
4,8779.0
5,1379.0
1,1947.0
23,3732.0
1,14.0
24,8126.0
22,9936.0
17,13308.0
17,10244.0
27,10816.0
23,8889.0
4,15259.0
1,1949.0
38,11122.0
1,14.0
1,9.0
25,8284.0
9,9130.0
18,20199.0
1,307.0
1,4.0
1,32.0
24,10429.0
26,10500.0
27,10584.0
1,48.0
1,308.0
19,7324.0
24,12660.0
1,34.0
4,11921.0
2,3478.0
3,13501.0
4,12615.0
3,14062.0
4,12933.0
3,16323.0
4,13066.0
3,13853.0
3,13253.0
3,11400.0
3,10892.0
6,8254.0
4,13168.0
6,4133.0
2,425.0
4,5774.0
1,671.0
4,4411.0
3,11993.0
4,18543.0
4,11147.0
4,8201.0
3,10979.0
4,12868.0
3,13339.0
4,3878.0
3,11569.0
3,11250.0
3,12939.0
4,16753.0
3,11664.0
4,11920.0
4,8919.0
1,33.0
7,11276.0
2,9597.0
3,4753.0
4,2412.0
1,11394.0
55,11120.0
1,16.0
41,8540.0
1,224.0
1,1.0
29,664.0
1,26.0
12,13833.0
1,34.0
40,664.0
21,10615.0
19,9565.0
1,29.0
17,11216.0
1,780.0
2,1420.0
42,9398.0
1,36.0
21,8269.0
20,10413.0
1,28.0
20,807.0
1,188.0
2,14763.0
17,12788.0
1,696.0
5,6591.0
1,19945.0
3,7866.0
4,11137.0
1,2674.0
3,13212.0
4,10134.0
4,12652.0
3,13292.0
5,9067.0
1,2833.0
4,13981.0
5,10143.0
3,9235.0
4,5663.0
4,13657.0
5,641.0
4,10474.0
1,2223.0
5,9362.0
3,10433.0
5,14710.0
4,13892.0
5,7288.0
1,2295.0
3,11802.0
3,12131.0
5,15172.0
5,5862.0
4,11370.0
1,4233.0
3,12571.0
4,11577.0
4,13219.0
4,9963.0
1,2330.0
3,11486.0
4,11981.0
3,9134.0
4,12383.0
3,14489.0
4,8664.0
4,18222.0
4,15530.0
3,14968.0
3,4796.0
5,11449.0
5,1690.0
4,4412.0
4,12260.0
6,12932.0
1,4693.0
6,5560.0
1,1851.0
4,861.0
3,13176.0
4,4012.0
4,7831.0
3,13442.0
4,1983.0
3,14515.0
4,5487.0
4,13223.0
3,13341.0
3,11681.0
5,3359.0
3,13191.0
3,19230.0
6,10256.0
1,2515.0
4,16760.0
1,692.0
5,3964.0
17,18090.0
1,638.0
1,9.0
2,15841.0
1,2398.0
1,129.0
5,9399.0
4,769.0
5,297.0
4,6535.0
4,2717.0
1,2376.0
3,11539.0
3,12773.0
5,8681.0
1,2518.0
3,12367.0
3,11461.0
5,2709.0
3,11604.0
4,11841.0
4,372.0
4,12067.0
4,13374.0
7,6885.0
16,1600.0
2,2916.0
6,8866.0
5,374.0
1,2520.0
4,13365.0
1,2101.0
4,13335.0
5,7577.0
4,8862.0
3,11499.0
4,12422.0
4,13964.0
5,16590.0
4,1692.0
3,16173.0
4,17345.0
4,20915.0
1,18.0
4,11391.0
1,2430.0
4,5664.0
3,7811.0
1,2731.0
4,12474.0
3,13246.0
21,22199.0
1,8.0
4,885.0
3,12387.0
5,12639.0
4,9887.0
4,9673.0
3,11532.0
3,10475.0
1,1810.0
5,10072.0
1,1463.0
3,12603.0
4,13360.0
4,13247.0
4,12295.0
4,941.0
3,18395.0
1,69.0
3,15759.0
4,12579.0
3,6176.0
3,12051.0
4,15352.0
5,11041.0
3,15286.0
5,3630.0
3,359.0
4,2906.0
1,5461.0
4,17386.0
1,1400.0
1,454.0
4,2814.0
5,10027.0
1,1382.0
3,18360.0
4,10417.0
3,17821.0
1,4132.0
3,11616.0
4,12972.0
5,11821.0
3,12396.0
5,1847.0
4,11451.0
1,1918.0
3,13168.0
4,16906.0
3,8048.0
1,2100.0
4,9445.0
3,14951.0
4,16311.0
5,14142.0
1,2138.0
5,18838.0
1,88.0
5,6944.0
3,16045.0
5,13566.0
4,11784.0
4,12521.0
6,6714.0
19,8768.0
3,7548.0
1,1852.0
4,9026.0
3,12489.0
5,4756.0
3,7337.0
1,1587.0
4,9894.0
3,10413.0
4,14092.0
3,13416.0
2,948.0
3,16558.0
5,15857.0
3,20306.0
1,99.0
3,12610.0
5,13518.0
5,12311.0
2,2522.0
2,11510.0
4,668.0
4,9866.0
20,18897.0
2,1778.0
5,2356.0
3,902.0
3,4640.0
3,13026.0
4,13203.0
3,16745.0
1,25.0
3,9629.0
1,2694.0
6,3547.0
4,630.0
3,9652.0
3,11261.0
4,18858.0
4,11441.0
4,12186.0
4,12521.0
1,1762.0
3,12808.0
4,11958.0
4,16405.0
4,12008.0
1,2330.0
4,11514.0
5,15672.0
1,2404.0
1,311.0
2,18685.0
3,19054.0
5,3311.0
3,14859.0
3,15189.0
5,12100.0
6,13889.0
3,9411.0
1,102.0
4,14918.0
2,13463.0
3,12843.0
5,12040.0
4,13614.0
4,182.0
4,14537.0
5,4329.0
4,12343.0
1,1448.0
4,8312.0
3,12170.0
4,14185.0
3,11973.0
4,12294.0
4,12461.0
4,12312.0
3,8179.0
1,2009.0
4,12809.0
3,12873.0
5,14011.0
3,12525.0
5,12326.0
6,2487.0
3,10379.0
1,3157.0
1,829.0
4,6357.0
3,499.0
3,12214.0
4,3385.0
3,7764.0
1,2380.0
4,1559.0
4,15311.0
5,15872.0
4,10172.0
1,2091.0
4,14213.0
3,13297.0
5,15264.0
4,13164.0
4,13542.0
5,11967.0
1,1902.0
5,4464.0
4,12575.0
4,10551.0
2,12562.0
2,19234.0
2,11003.0
4,13212.0
4,2992.0
5,8921.0
1,1739.0
5,12257.0
1,2328.0
3,12695.0
1,517.0
5,16799.0
5,15399.0
4,14657.0
3,16689.0
1,11644.0
3,12059.0
5,12630.0
3,14040.0
4,15845.0
5,15102.0
3,15824.0
3,16417.0
20,2561.0
4,19743.0
2,2828.0
4,48.0
4,15086.0
6,12801.0
1,2907.0
5,1528.0
23,9108.0
21,10753.0
1,359.0
19,7424.0
20,7861.0
6,18476.0
1,2.0
3,16908.0
1,41.0
5,11115.0
4,14700.0
5,2443.0
6,10200.0
4,8832.0
1,3334.0
3,12835.0
4,15168.0
6,4728.0
2,10667.0
3,9784.0
4,14279.0
3,16346.0
4,9744.0
5,1379.0
19,3477.0
4,817.0
1,2115.0
19,3757.0
1,2927.0
5,6778.0
3,12537.0
5,14644.0
3,13451.0
5,7400.0
3,16839.0
4,20226.0
1,335.0
20,415.0
1,2438.0
4,2540.0
4,11507.0
1,1893.0
4,10596.0
4,3634.0
3,12994.0
4,6791.0
3,11715.0
4,1497.0
4,15400.0
3,288.0
5,5215.0
5,11213.0
3,9705.0
4,15049.0
1,12249.0
3,10586.0
22,19226.0
2,2225.0
7,2244.0
35,14097.0
2,1046.0
1,8.0
8,3838.0
1,851.0
2,19979.0
1,1112.0
4,2534.0
3,11386.0
5,12695.0
4,3170.0
3,13441.0
4,11642.0
22,902.0
24,11232.0
1,98.0
1,16.0
31,20921.0
1,461.0
1,26.0
18,13204.0
1,300.0
1,404.0
1,1571.0
19,10749.0
1,41.0
23,13122.0
17,2074.0
1,36.0
3,12161.0
3,11822.0
6,10427.0
3,8113.0
1,2546.0
21,8492.0
1,417.0
28,10814.0
21,10923.0
1,44.0
10,12053.0
1,145.0
23,13988.0
1,44.0
5,9683.0
6,9694.0
8,10388.0
22,8413.0
1,37.0
17,8126.0
1,77.0
25,10967.0
1,30.0
5,2288.0
18,10049.0
1,177.0
18,10719.0
1,38.0
6,5737.0
1,1972.0
3,7997.0
4,9483.0
4,15663.0
49,10345.0
134,16690.0
1,59.0
1,2.0
1,98.0
1,14.0
2,18.0
1,1654.0
16,28748.0
2,9826.0
1,17718.0
1,8231.0
3,11618.0
3,3196.0
3,20622.0
3,13117.0
2,8954.0
4,10248.0
3,14083.0
1,3030.0
3,23568.0
